WardName,Wardcode,Pop2013,Aged0_15,Aged16_64,Aged65plus,PctBame,PctNotBornUK,MeanHousePrice2013,PctOpenSpace,CarsPerHH2011,AvgPubTransAccessibility11,CrimeRate1213,PopDensityKm2013,PctWithNoQual11,PctLev4Qual11,TurnoutMayoralElection12,Candidate,x,y,InnerOuter
City of London,E09000001,8000,600,6200,1200,21.4,36.7,595000,18.6425,0.385860889,7.6,730.7894737,2538.062371,6.7,68.4,48.5236517,Boris,532479.7201,181272.0253,Inner
Barking and Dagenham - Abbey,E05000026,13650,3450,9550,700,71.9,57.3,164000,19.6072,0.54768154,5.7,164.4,10500.0,16.4,34.5,25.68894145,Ken,544218.2356,184361.39800000002,Outer
Barking and Dagenham - Alibon,E05000027,10400,2700,6600,1100,29.9,24.7,173500,22.4129,0.815159909,3.2,83.9,7428.6,31.2,16.7,20.34792528,Ken,549061.5648,185152.6226,Outer
Barking and Dagenham - Becontree,E05000028,12050,3000,8000,1100,41.2,30.1,178995,3.03888,0.8702361470000001,2.9,85.7,9269.2,28.0,20.6,22.53821097,Ken,546997.5893,186088.9148,Outer
Barking and Dagenham - Chadwell Heath,E05000029,10150,2450,6150,1550,37.9,24.8,210000,56.4073,0.9180618979999999,2.2,84.5,2985.3,29.1,19.5,25.31881358,Ken,548358.8573,189491.71,Outer
Barking and Dagenham - Eastbrook,E05000030,10600,2150,6900,1550,24.8,19.0,203500,51.1165,1.060457937,2.4,64.9,3028.6,29.9,18.5,24.1214693,Boris,550788.7056,186098.255,Outer
Barking and Dagenham - Eastbury,E05000031,11700,3000,7550,1150,41.7,32.2,187875,18.1054,0.7827715359999999,2.8,75.9,8357.1,28.9,20.0,21.51487593,Ken,546140.2395,183987.5651,Outer
Barking and Dagenham - Gascoigne,E05000032,14050,4450,8800,800,60.4,48.2,156500,20.3279,0.541011841,3.6,104.0,12772.7,25.5,25.2,25.59209636,Ken,544595.7531,183561.6805,Outer
Barking and Dagenham - Goresbrook,E05000033,11300,2900,7150,1200,33.3,26.8,172500,17.1153,0.836768538,2.5,76.9,8692.3,30.0,18.8,20.50673001,Ken,548211.3194,184071.8051,Outer
Barking and Dagenham - Heath,E05000034,10950,2800,6850,1300,32.3,24.1,167000,38.4054,0.73917072,2.6,96.3,5475.0,32.1,17.6,22.24054983,Ken,549443.3992,186491.6598,Outer
Barking and Dagenham - Longbridge,E05000035,11650,2550,7650,1400,57.4,33.3,267500,30.3292,1.1338709679999999,3.1,66.0,7281.3,22.7,25.0,30.60747664,Ken,545482.291,184854.9817,Outer
Barking and Dagenham - Mayesbrook,E05000036,10400,2750,6500,1150,31.2,25.0,175000,45.8051,0.816632757,2.5,71.3,5473.7,32.1,16.2,20.53298384,Ken,547051.1721,184922.1665,Outer
Barking and Dagenham - Parsloes,E05000037,9900,2550,6250,1100,30.9,23.3,177750,17.4591,0.834517232,2.7,68.5,8250.0,31.8,16.0,19.3047889,Ken,548125.0474,185640.9439,Outer
Barking and Dagenham - River,E05000038,11400,3000,7250,1150,38.4,30.9,170000,20.8098,0.834971025,3.1,86.0,3166.7,29.9,19.5,22.37675571,Ken,549478.9664,182985.1929,Outer
Barking and Dagenham - Thames,E05000039,14750,4650,9250,850,54.9,37.2,187500,44.4494,0.7208596709999999,2.1,99.0,1867.1,24.1,24.4,22.135253600000002,Ken,547048.4076,182800.0916,Outer
Barking and Dagenham - Valence,E05000040,10000,2500,6300,1200,31.5,23.3,177500,16.0319,0.846295323,3.2,72.6,7692.3,32.1,17.8,20.25824964,Ken,548034.7403,186794.5431,Outer
Barking and Dagenham - Village,E05000041,10850,2650,6950,1250,34.8,26.0,186000,47.9909,0.754465295,2.7,99.2,5166.7,30.3,17.9,23.69668246,Ken,550331.2168,184463.87600000002,Outer
Barking and Dagenham - Whalebone,E05000042,10850,2500,7000,1300,44.0,29.2,209500,16.4091,0.971543692,2.9,76.0,6781.3,24.0,22.4,25.88459445,Ken,548566.5771,187605.3514,Outer
Barnet - Brunswick Park,E05000043,16700,3350,10750,2600,31.6,30.9,379975,28.0341,1.2693513779999999,2.8,54.7,5218.8,17.4,34.4,35.51450098,Boris,528502.7023,193825.6759,Outer
Barnet - Burnt Oak,E05000044,18600,4500,12350,1700,53.5,47.1,245000,20.1802,0.816489362,3.6,60.8,8857.1,23.6,24.7,28.624052000000002,Ken,520628.0564,190842.4731,Outer
Barnet - Childs Hill,E05000045,20200,3950,13700,2550,38.9,51.2,498000,15.1369,0.8287795990000001,4.6,98.3,6516.1,13.7,43.7,35.91102796,Boris,524674.2165,186661.0355,Outer
Barnet - Colindale,E05000046,21450,4800,14900,1750,59.9,52.7,250000,20.7672,0.812241653,2.5,62.7,8250.0,18.0,30.8,29.92912371,Ken,521622.3764,189812.8347,Outer
Barnet - Coppetts,E05000047,17350,3400,12000,1900,35.0,36.1,355000,40.3421,0.9627230859999999,2.9,83.6,6425.9,15.0,40.6,35.13209093,Boris,528069.6289,191881.7969,Outer
Barnet - East Barnet,E05000048,16350,3400,10550,2400,23.4,23.4,345000,34.8502,1.177308222,2.7,56.9,4302.6,17.1,36.5,35.29724556,Boris,527336.6424,195814.7086,Outer
Barnet - East Finchley,E05000049,16100,3100,10800,2200,28.2,34.4,351000,37.7714,0.8178533790000001,2.7,58.6,6440.0,14.1,49.6,41.17202676,Ken,526933.5347,190056.0292,Outer
Barnet - Edgware,E05000050,16900,3850,10550,2500,39.2,37.4,400000,53.9815,1.242099983,3.0,81.9,3017.9,17.0,36.0,38.13540754,Boris,519030.7092,193347.2175,Outer
Barnet - Finchley Church End,E05000051,16000,3050,10250,2700,33.1,40.9,510000,13.7213,1.155081915,2.9,60.6,5925.9,12.3,48.6,41.35500739,Boris,524694.2819,190136.866,Outer
Barnet - Garden Suburb,E05000052,16150,3350,10000,2800,21.4,36.0,740000,24.2306,1.2415989809999999,2.7,69.7,3436.2,8.2,57.3,48.04345287,Boris,525971.5262,188465.0597,Outer
Barnet - Golders Green,E05000053,21450,5600,13500,2350,34.2,45.8,464500,14.5748,0.962300942,3.4,70.7,7150.0,16.4,37.4,37.30976352,Boris,523950.5604,187724.1408,Outer
Barnet - Hale,E05000054,17550,4000,11100,2450,40.6,35.7,352500,48.7605,1.23912692,2.5,52.4,3250.0,17.8,36.5,36.78173242,Boris,520761.9603,193358.9297,Outer
Barnet - Hendon,E05000055,18550,3900,12400,2250,36.3,48.2,340000,16.3632,0.975305097,2.7,73.3,6625.0,13.5,41.3,34.20888055,Boris,523098.6414,189519.7094,Outer
Barnet - High Barnet,E05000056,15550,2850,10000,2700,18.3,22.1,375000,47.909,1.208384333,2.7,68.1,1873.5,13.1,44.3,44.14041786,Boris,523744.4281,196638.5677,Outer
Barnet - Mill Hill,E05000057,18900,4150,12150,2650,36.1,34.4,420000,59.0317,1.273309091,2.2,74.5,2010.6,14.0,41.6,36.98926848,Boris,523018.5918,192048.4129,Outer
Barnet - Oakleigh,E05000058,15950,3050,10150,2750,26.7,28.5,354283,15.2636,1.287913156,3.2,61.2,4833.3,14.7,40.7,38.25298135,Boris,526697.5418,194421.8099,Outer
Barnet - Totteridge,E05000059,15800,3150,9900,2700,34.3,37.6,535500,57.7436,1.29377365,2.7,43.1,1795.5,13.0,47.0,40.76646707,Boris,524603.368,193868.7481,Outer
Barnet - Underhill,E05000060,16350,3250,10400,2700,27.3,25.4,347475,43.7291,1.097239848,2.6,57.8,3554.3,21.6,31.8,35.54882009,Boris,523354.9945,195438.6703,Outer
Barnet - West Finchley,E05000061,16700,3000,11500,2200,39.2,44.7,349975,13.3709,0.9234106209999999,3.7,62.9,7590.9,12.2,49.5,39.32930307,Boris,525618.3262,191370.6571,Outer
Barnet - West Hendon,E05000062,17950,3650,12200,2050,50.6,53.6,262000,31.9946,0.908258355,3.5,97.0,5279.4,17.8,34.4,33.22053017,Boris,522370.6494,188083.5259,Outer
Barnet - Woodhouse,E05000063,17800,3350,11950,2450,37.6,41.0,354500,19.2913,0.9824790040000001,2.8,82.0,6846.2,15.7,41.3,36.74447687,Boris,526689.4075,191811.2657,Outer
Bexley - Barnehurst,E05000064,10650,1950,6650,2050,9.8,8.0,237000,35.8407,1.254193244,3.0,44.7,3672.4,23.1,20.1,35.06703993,Boris,550294.634,175401.0493,Outer
Bexley - Belvedere,E05000065,12250,2750,7900,1600,28.4,20.4,148975,33.1866,1.013247775,2.5,53.5,3828.1,23.7,21.9,31.93379088,Boris,549389.3309,179197.6978,Outer
Bexley - Blackfen and Lamorbey,E05000066,10800,2050,6750,2000,7.3,7.1,250000,9.45078,1.34992785,2.0,27.7,6352.9,22.4,19.3,35.88755708,Boris,545457.531,173911.5252,Outer
Bexley - Blendon and Penhill,E05000067,11100,2050,6900,2100,9.5,7.8,250000,13.8601,1.441948451,2.0,36.5,5285.7,21.5,19.6,38.66311659,Boris,547213.6434,174018.2326,Outer
Bexley - Brampton,E05000068,10700,1750,6550,2400,13.1,10.4,261500,9.15112,1.326363855,2.5,29.1,5350.0,22.9,20.7,41.21306376,Boris,548686.8496,176531.1505,Outer
Bexley - Christchurch,E05000069,11250,2050,7150,2100,13.4,11.5,243000,17.3204,1.222371666,3.4,106.1,4500.0,21.0,24.9,34.93053587,Boris,548850.8741,175079.64399999997,Outer
Bexley - Colyers,E05000070,11350,2550,7100,1700,17.7,12.3,215000,13.134,1.079286198,1.9,43.8,7093.8,25.1,18.1,27.98634812,Boris,550847.338,176792.5793,Outer
Bexley - Crayford,E05000071,11700,2500,7450,1750,11.7,10.0,181000,42.7185,1.116382037,2.1,62.1,2925.0,25.3,18.6,30.45735129,Boris,551698.5002,174939.7707,Outer
Bexley - Cray Meadows,E05000072,11400,2350,7000,2000,11.0,9.9,234998,61.6422,1.16762269,2.3,49.8,1583.3,25.1,22.2,31.64325843,Boris,548431.9629,171550.3894,Outer
Bexley - Danson Park,E05000073,11050,2000,7050,1950,16.2,13.2,225000,36.3168,1.190208848,2.9,50.9,4092.6,23.0,21.6,34.24579413,Boris,547257.9774,175253.7535,Outer
Bexley - East Wickham,E05000074,11050,2050,6950,2100,16.9,13.4,242500,26.4605,1.2090261279999999,2.8,47.3,5022.7,26.4,18.8,32.2145766,Boris,545756.7351,176435.8758,Outer
Bexley - Erith,E05000075,12550,3050,8000,1500,31.4,23.1,166000,44.5912,0.954111675,2.5,74.8,2614.6,23.6,22.6,26.96706628,Boris,550567.8884,178609.005,Outer
Bexley - Falconwood and Welling,E05000076,11000,2050,7150,1800,15.4,12.4,240000,0.6949350000000001,1.31139179,2.6,43.5,6470.6,22.1,19.6,35.82842725,Boris,545743.5529,175320.4782,Outer
Bexley - Lesnes Abbey,E05000077,11500,2350,7250,1850,31.0,23.3,240000,36.8647,1.069861173,2.8,59.7,4791.7,23.8,22.5,32.86808976,Boris,547990.3088,178300.1441,Outer
Bexley - Longlands,E05000078,10650,1750,6650,2250,9.4,9.9,240498,30.0001,1.1792410709999999,2.6,43.0,4096.2,20.9,27.1,37.97787425,Boris,545665.4793,171881.8606,Outer
Bexley - North End,E05000079,11800,3150,7400,1250,27.0,18.8,162500,65.2877,0.8535953359999999,2.4,86.5,2070.2,28.8,19.5,25.57692308,Ken,552720.3833,176967.4308,Outer
Bexley - Northumberland Heath,E05000080,10750,2150,6850,1750,14.5,9.8,239000,13.5025,1.289087745,2.1,38.9,5972.2,23.3,17.8,34.5686161,Boris,549566.9473,177294.7505,Outer
Bexley - St. Mary's,E05000081,10650,1900,6400,2350,8.4,8.1,276000,46.7985,1.369463869,2.6,36.6,2420.5,18.9,27.0,41.96072851,Boris,549285.6067,173361.4697,Outer
Bexley - St. Michael's,E05000082,11300,2400,7250,1700,17.3,11.6,235000,5.90611,1.354281422,2.0,26.2,8071.4,21.8,19.1,34.50574387,Boris,547235.1854,176743.0051,Outer
Bexley - Sidcup,E05000083,11050,1700,7100,2250,10.1,10.6,235000,25.7667,1.195594126,3.2,55.0,4092.6,19.1,27.2,40.91969801,Boris,546467.7583,172659.2165,Outer
Bexley - Thamesmead East,E05000084,12400,3400,8100,900,52.7,38.1,152500,70.4695,0.810763509,2.6,73.7,2583.3,20.8,28.2,27.65840974,Ken,548306.8713,180249.1159,Outer
Brent - Alperton,E05000085,14800,2800,10550,1450,81.8,66.8,227000,17.688,0.9061597690000001,3.0,87.0,7047.6,22.1,26.2,36.95560699,Ken,518373.8467,183773.4798,Outer
Brent - Barnhill,E05000086,16100,3300,10800,2000,69.7,56.5,390000,31.6146,0.9931570190000001,3.1,67.3,5366.7,18.1,34.7,35.96361119,Ken,519339.1991,187207.7368,Outer
Brent - Brondesbury Park,E05000087,13250,2250,9350,1600,43.8,47.2,547500,9.57196,0.748032971,4.0,78.0,7794.1,15.9,45.0,33.11735941,Ken,523615.1903,184172.0474,Outer
Brent - Dollis Hill,E05000088,13650,3250,8800,1600,64.3,54.5,315000,26.6385,0.942776735,2.8,69.5,5934.8,24.4,25.1,31.87673655,Ken,522328.2022,186526.6599,Outer
Brent - Dudden Hill,E05000089,15500,3200,10700,1600,55.9,56.2,418000,11.5354,0.762408619,3.5,101.5,9117.6,19.8,31.7,35.37699505,Ken,522010.6414,185388.8615,Outer
Brent - Fryent,E05000090,13850,2850,9300,1700,62.7,55.9,318000,39.2575,1.0971650659999999,2.8,70.4,5129.6,20.3,29.0,32.19778968,Ken,520305.2136,188451.5356,Outer
Brent - Harlesden,E05000091,17350,4650,11250,1500,67.0,52.9,257000,8.87947,0.475804028,3.9,114.3,15772.7,24.1,21.4,30.44878677,Ken,521414.2859,183892.9952,Outer
Brent - Kensal Green,E05000092,15050,3050,10550,1450,52.3,50.2,430000,6.9417,0.592116114,4.2,101.5,13681.8,19.7,33.8,31.83611885,Ken,522396.3627,183258.7024,Outer
Brent - Kenton,E05000093,12450,2000,8200,2200,70.0,53.9,430000,17.0008,1.352560786,2.7,57.2,5413.0,17.3,39.8,34.87709298,Boris,517893.7819,188309.1848,Outer
Brent - Kilburn,E05000094,17400,3350,12450,1550,50.0,48.1,385000,11.2114,0.42791851700000005,5.5,91.1,19333.3,17.1,39.9,32.83342766,Ken,525034.6097,183529.2151,Outer
Brent - Mapesbury,E05000095,15900,2650,11850,1400,43.4,52.3,378500,9.696710000000001,0.597272871,4.5,71.0,11357.1,14.5,43.7,33.62190239,Ken,523588.3869,185387.5114,Outer
Brent - Northwick Park,E05000096,13200,2150,9350,1750,68.8,53.3,379950,32.0419,1.251268422,2.9,57.9,4888.9,13.4,40.3,29.70771977,Boris,516673.5512,186916.9766,Outer
Brent - Preston,E05000097,15700,3200,10500,2000,70.0,57.3,285000,19.1403,1.015215215,3.4,68.0,6541.7,17.5,35.4,31.27996665,Ken,518131.6317,186627.6227,Outer
Brent - Queens Park,E05000098,15450,3000,11000,1450,37.0,41.9,541000,19.1252,0.65317182,5.1,86.4,10300.0,13.3,48.2,35.47242825,Ken,523989.3648,183322.1509,Outer
Brent - Queensbury,E05000099,16100,3150,10950,2000,72.9,57.7,340000,13.68,1.1639517659999998,3.1,72.5,8050.0,21.4,30.8,32.58132742,Ken,519731.1268,189578.7442,Outer
Brent - Stonebridge,E05000100,17350,4650,11150,1550,76.5,48.8,222500,16.2542,0.615449771,3.1,121.4,4231.7,25.9,20.5,31.30908344,Ken,520289.2079,183994.6384,Outer
Brent - Sudbury,E05000101,15200,3200,10350,1650,77.3,62.2,240000,34.5738,0.875903366,3.4,58.0,7238.1,18.1,32.3,32.43301179,Ken,516917.3757,185491.9083,Outer
Brent - Tokyngton,E05000102,17250,3150,12300,1800,76.3,62.9,264000,19.7487,0.864720395,3.5,94.2,6160.7,19.4,31.9,30.19480519,Ken,519452.5569,185276.33899999998,Outer
Brent - Welsh Harp,E05000103,13950,2950,9350,1650,61.3,55.0,250000,34.2209,0.934497817,2.8,72.1,6065.2,22.6,24.7,32.00046227,Ken,520849.8552,186738.8651,Outer
Brent - Wembley Central,E05000104,15550,2850,11150,1600,86.0,68.5,244000,20.0833,0.7881278540000001,4.8,120.6,9718.8,20.7,29.0,30.43204698,Ken,518160.0159,184830.6917,Outer
Brent - Willesden Green,E05000105,15900,3050,11600,1250,52.7,56.3,308000,36.8464,0.492005934,4.8,96.2,10600.0,18.5,33.3,30.6926211,Ken,522492.8518,184432.6786,Outer
Bromley - Bickley,E05000106,15350,2950,9300,3100,14.5,15.7,360000,22.12,1.408748115,2.2,46.7,3132.7,14.5,40.7,33.20537428,Boris,542440.7011,168941.4346,Outer
Bromley - Biggin Hill,E05000107,10150,1850,6450,1850,4.1,5.1,265000,71.3617,1.66112532,1.8,53.5,1222.9,18.3,23.0,32.75427996,Boris,541126.9261,159412.3208,Outer
Bromley - Bromley Common and Keston,E05000108,15750,3250,9800,2700,12.8,12.1,305000,59.2938,1.2686422929999999,2.3,50.1,1897.6,20.5,28.3,31.20705743,Boris,542146.3306,165698.0976,Outer
Bromley - Bromley Town,E05000109,17750,3600,11700,2450,18.5,19.9,265000,17.9912,1.016859995,3.7,140.8,4797.3,13.1,41.0,32.69706337,Boris,540240.41,169110.9592,Outer
Bromley - Chelsfield and Pratts Bottom,E05000110,14700,2800,8950,2950,9.7,9.7,311500,69.19,1.454030875,1.9,36.1,1166.7,16.4,33.2,38.89426886,Boris,547253.7457,163449.5341,Outer
Bromley - Chislehurst,E05000111,15200,2750,9150,3300,12.0,12.7,348000,59.9628,1.3971071659999998,2.2,68.0,1461.5,15.8,38.0,32.34593122,Boris,544347.9807,170273.7967,Outer
Bromley - Clock House,E05000112,15800,3300,10550,1950,20.6,17.3,285000,16.3417,0.962469207,4.0,53.4,6869.6,15.2,38.3,34.704694599999996,Boris,535885.2707,169137.3337,Outer
Bromley - Copers Cope,E05000113,15750,2250,10850,2650,17.4,20.3,257000,17.0828,0.9719891409999999,3.2,66.2,4772.7,12.1,45.0,32.26885403,Boris,537843.1043,169946.87,Outer
Bromley - Cray Valley East,E05000114,15650,3500,9500,2650,14.6,12.3,205000,76.4034,1.030031376,2.1,101.0,1176.7,27.9,19.6,22.97033221,Boris,548409.7897,168003.0678,Outer
Bromley - Cray Valley West,E05000115,17050,4000,10450,2600,13.9,10.9,210000,24.2362,1.108766234,2.5,69.9,4371.8,28.5,18.7,23.11180739,Boris,546364.0225,168908.3115,Outer
Bromley - Crystal Palace,E05000116,12600,2550,9000,1050,38.1,30.3,230000,49.3453,0.574934555,4.3,96.0,5478.3,16.9,38.1,28.81317433,Ken,534387.5554,170430.34100000001,Outer
Bromley - Darwin,E05000117,5250,950,3050,1250,4.8,6.1,364975,88.8026,1.7050912580000002,1.3,55.1,181.0,21.9,26.9,33.63348747,Boris,543432.7829,160679.3696,Outer
Bromley - Farnborough and Crofton,E05000118,14850,2600,8650,3600,9.5,10.0,338000,49.7463,1.335286458,2.3,39.4,2121.4,18.1,31.0,36.91925253,Boris,543986.8165,164950.1022,Outer
Bromley - Hayes and Coney Hall,E05000119,16200,3050,10050,3100,8.3,8.7,360000,69.4709,1.44386252,2.3,36.5,1500.0,15.7,31.8,37.51998721,Boris,540118.6209,165331.5623,Outer
Bromley - Kelsey and Eden Park,E05000120,16150,3150,10050,2950,16.0,13.6,382000,43.6272,1.258382952,2.6,68.0,3105.8,17.1,33.8,34.68373003,Boris,537175.637,167917.1326,Outer
Bromley - Mottingham and Chislehurst North,E05000121,10200,2300,6450,1450,18.4,15.1,215000,44.3503,0.9659384540000001,2.5,84.7,4250.0,26.0,22.1,26.72656564,Boris,542016.4019,172342.9368,Outer
Bromley - Orpington,E05000122,15550,2900,9250,3400,12.6,11.9,290000,26.2683,1.206276613,2.7,72.6,3616.3,22.3,27.1,35.77462409,Boris,546931.3015,165699.8122,Outer
Bromley - Penge and Cator,E05000123,17650,3750,12100,1850,34.6,25.8,290000,25.1866,0.762904067,4.1,91.2,5883.3,17.0,36.5,32.83149505,Ken,535816.1938,170355.8086,Outer
Bromley - Petts Wood and Knoll,E05000124,13850,2550,8250,3050,9.2,10.6,425000,24.6355,1.389164371,2.6,40.9,3220.9,15.2,36.0,42.02079154,Boris,544730.2048,167261.3902,Outer
Bromley - Plaistow and Sundridge,E05000125,15400,3100,9950,2350,19.3,16.9,260000,40.4846,1.0419666109999999,2.9,54.4,3850.0,18.6,34.1,31.32984652,Boris,540785.1736,170689.6066,Outer
Bromley - Shortlands,E05000126,10050,1800,6100,2150,15.6,16.0,355000,3.1427099999999997,1.303631151,2.5,31.0,4020.0,12.1,43.3,39.44324393,Boris,539114.907,168273.4344,Outer
Bromley - West Wickham,E05000127,15150,2800,9250,3150,10.6,9.7,404250,32.5723,1.422646132,2.1,34.7,3443.2,15.2,32.5,37.81980917,Boris,538485.8619,166196.9988,Outer
Camden - Belsize,E05000128,12750,2250,8850,1650,27.8,46.3,810000,1.2569700000000001,0.576088729,4.1,62.8,15937.5,8.4,62.2,36.20209521,Boris,527230.7945,184618.8451,Inner
Camden - Bloomsbury,E05000129,11650,800,9750,1150,40.4,51.2,515000,9.15117,0.23531853100000003,7.9,396.9,11650.0,7.8,46.5,33.24227175,Boris,529733.5899,181997.6032,Inner
Camden - Camden Town with Primrose Hill,E05000130,12950,1950,9450,1550,26.4,38.8,695000,15.1656,0.508721423,5.5,392.4,10791.7,11.7,53.9,41.57046810000001,Ken,528455.6418,184001.1197,Inner
Camden - Cantelowes,E05000131,12300,1950,9150,1150,31.9,35.9,451250,7.3703899999999996,0.43698468799999995,4.9,91.9,15375.0,13.9,48.1,37.34924464,Ken,529514.5279,184552.3146,Inner
Camden - Fortune Green,E05000132,12000,1850,8900,1250,29.0,43.4,545000,18.0263,0.566303531,4.5,61.3,12000.0,9.2,57.8,37.83602151,Boris,524780.4016,185328.4663,Inner
Camden - Frognal and Fitzjohns,E05000133,12200,2100,8350,1750,25.8,48.5,900000,5.65574,0.82611336,4.7,61.6,8133.3,6.1,61.4,34.375,Boris,526011.3574,185532.9947,Inner
Camden - Gospel Oak,E05000134,11450,2150,7850,1450,30.1,34.9,518000,15.9481,0.482491857,4.0,59.8,16357.1,17.8,45.6,40.32099113,Ken,527928.0325,185384.6535,Inner
Camden - Hampstead Town,E05000135,11350,1950,7500,1900,20.0,40.9,1072500,54.2133,0.7415384620000001,4.0,94.9,4540.0,6.1,68.3,40.78906493,Boris,526672.0955,186182.0742,Inner
Camden - Haverstock,E05000136,12600,2400,8750,1450,37.1,36.3,460000,8.183060000000001,0.424819185,4.8,92.8,18000.0,18.6,43.1,38.29528569,Ken,528137.4034,184696.9609,Inner
Camden - Highgate,E05000137,11150,1900,7450,1800,20.2,27.1,590000,65.2414,0.692564745,3.9,80.6,3484.4,12.6,55.8,46.04172621,Ken,527968.7065,186684.2544,Inner
Camden - Holborn and Covent Garden,E05000138,13500,1750,10450,1350,39.8,45.6,595000,7.501860000000001,0.300294406,7.9,398.9,11250.0,12.9,46.2,37.22461042,Ken,530693.6424,181690.9563,Inner
Camden - Kentish Town,E05000139,13750,2150,10250,1300,28.4,34.2,570000,5.34318,0.43759709999999996,5.5,111.6,13750.0,13.6,54.6,40.16538689,Ken,529041.4788,185261.2115,Inner
Camden - Kilburn,E05000140,12250,2150,8750,1400,40.1,47.9,426000,13.4437,0.365578326,5.6,127.1,17500.0,17.4,43.8,34.62655054,Ken,525578.7612,183929.4054,Inner
Camden - King's Cross,E05000141,12500,1700,9850,900,49.2,50.9,308900,13.4942,0.233347845,7.7,162.7,20833.3,12.1,39.7,32.79194631,Ken,530419.8863,182588.5438,Inner
Camden - Regent's Park,E05000142,14250,2200,10750,1350,44.3,45.2,611000,26.9856,0.365226705,6.6,153.4,10961.5,17.5,36.1,34.88255244,Ken,528939.9664,182952.1696,Inner
Camden - St. Pancras and Somers Town,E05000143,15100,2800,11000,1350,49.0,42.4,390000,13.5487,0.316392269,6.5,91.3,10785.7,22.7,29.5,35.80581567,Ken,529774.924,183482.3611,Inner
Camden - Swiss Cottage,E05000144,13100,2150,9350,1550,32.4,51.2,630000,14.4541,0.6249146760000001,6.2,82.1,10076.9,9.0,60.4,33.15628735,Boris,526542.1645,184140.1535,Inner
Camden - West Hampstead,E05000145,12350,1600,9650,1100,30.5,43.3,507500,8.7702,0.479856606,5.9,86.7,13722.2,9.5,60.6,36.70919032,Boris,525483.4762,184842.8283,Inner
Croydon - Addiscombe,E05000146,17350,3400,12200,1700,43.6,34.5,226000,2.32563,0.701575533,4.6,65.6,10843.8,15.3,38.0,32.34575144,Ken,533605.9355,166379.1612,Outer
Croydon - Ashburton,E05000147,15000,3050,9850,2100,36.7,22.3,295000,22.2113,1.124005785,2.8,57.6,5555.6,19.5,27.3,36.55119153,Boris,535218.1972,166810.4564,Outer
Croydon - Bensham Manor,E05000148,16450,3800,10950,1700,73.5,45.3,219950,7.74132,0.819388441,3.4,77.5,11750.0,17.9,29.4,31.6716678,Ken,531832.2562,168154.5116,Outer
Croydon - Broad Green,E05000149,19400,5100,12850,1450,68.6,46.2,210000,4.525869999999999,0.677763551,4.6,175.2,7185.2,20.2,26.9,30.48049433,Ken,531208.9692,166197.2241,Outer
Croydon - Coulsdon East,E05000150,12550,2300,7550,2650,15.4,11.8,325000,56.8058,1.3752035830000002,1.7,39.4,1629.9,18.2,30.3,39.39625525,Boris,530905.5479,157875.6105,Outer
Croydon - Coulsdon West,E05000151,13850,2700,9000,2200,25.2,16.9,351500,17.1221,1.539328187,2.6,46.7,2770.0,15.1,34.9,34.49672424,Boris,529531.7322,159733.6844,Outer
Croydon - Croham,E05000152,16150,3050,11100,2000,31.3,24.3,230000,19.1142,0.981140163,3.3,68.6,4614.3,12.0,42.1,36.343045399999994,Boris,533200.0477,163523.2364,Outer
Croydon - Fairfield,E05000153,19250,3550,13600,2100,48.7,42.3,196000,17.4765,0.647441623,5.8,212.3,5065.8,12.3,45.9,29.8013245,Boris,533329.5383,165280.0762,Outer
Croydon - Fieldway,E05000154,11700,3500,7000,1200,34.4,19.3,189000,22.8213,0.7777777779999999,3.2,68.6,7800.0,34.4,12.5,23.71763154,Ken,538113.4884,163463.8732,Outer
Croydon - Heathfield,E05000155,13500,2500,8650,2350,24.6,16.9,220000,61.3031,1.2657856090000001,2.3,78.7,1551.7,17.2,29.3,38.24150059,Boris,536430.0363,163797.3433,Outer
Croydon - Kenley,E05000156,15400,3150,9800,2400,23.2,17.9,295000,39.626999999999995,1.333276654,1.9,36.6,2369.2,14.6,36.1,35.26374860000001,Boris,532209.1068,159414.6491,Outer
Croydon - New Addington,E05000157,11050,2800,6850,1450,23.7,13.9,199999,31.2036,0.971314542,3.0,80.1,4604.2,34.8,12.8,24.10546139,Ken,538710.8167,162117.3753,Outer
Croydon - Norbury,E05000158,16850,3550,11050,2300,62.3,43.6,310000,16.0677,0.9573905859999999,2.9,69.0,6740.0,16.2,34.1,33.83465942,Ken,530919.0809,169655.9808,Outer
Croydon - Purley,E05000159,15150,2900,9850,2400,31.6,23.1,310000,3.78856,1.242275281,2.9,75.8,3607.1,12.9,40.5,35.80781181,Boris,531280.6842,161830.9604,Outer
Croydon - Sanderstead,E05000160,13050,2400,8050,2600,19.5,13.7,354000,48.6372,1.5048264530000002,1.6,35.8,2071.4,15.1,35.0,42.07429202,Boris,533813.6951,160872.1778,Outer
Croydon - Selhurst,E05000161,18350,4650,12100,1600,65.6,40.1,186725,18.3007,0.616858751,4.3,113.5,7978.3,18.9,28.4,27.68939394,Ken,532836.8191,167344.9295,Outer
Croydon - Selsdon and Ballards,E05000162,12050,1850,7650,2550,19.7,15.7,325000,55.1977,1.528740774,2.0,32.2,1882.8,15.2,32.0,41.33046668,Boris,535144.3691,162269.2675,Outer
Croydon - Shirley,E05000163,14600,2900,9100,2600,30.9,19.7,302500,16.0335,1.2497314720000001,2.0,40.0,5214.3,19.1,27.1,39.93366501,Boris,536637.176,165864.7276,Outer
