WardName,Wardcode,Pop2013,Aged0_15,Aged16_64,Aged65plus,PctBame,PctNotBornUK,MeanHousePrice2013,PctOpenSpace,CarsPerHH2011,AvgPubTransAccessibility11,CrimeRate1213,PopDensityKm2013,PctWithNoQual11,PctLev4Qual11,TurnoutMayoralElection12,Candidate,x,y,InnerOuter
Harrow - Roxeth,E05000302,11950,2700,7950,1350,66.3,48.4,290625,18.35,1.1622263259999999,3.2,61.4,7468.8,17.3,28.9,36.39195695,Ken,513471.6944,185795.3314,Outer
Harrow - Stanmore Park,E05000303,11450,2000,6900,2600,43.3,34.5,385750,45.7661,1.354846119,2.0,57.0,2544.4,19.7,35.3,35.75874333,Boris,516077.455,192360.8245,Outer
Harrow - Wealdstone,E05000304,11650,2700,7650,1250,62.6,46.9,249950,3.43264,0.97501288,3.1,63.1,9708.3,20.9,27.2,33.18042813,Ken,515268.1885,190309.4001,Outer
Harrow - West Harrow,E05000305,10600,2150,7050,1450,55.8,42.9,350000,19.668,1.105891936,3.3,42.6,7066.7,13.4,40.7,36.97859709,Ken,513922.9355,187821.7646,Outer
Havering - Brooklands,E05000306,15900,3450,10350,2100,22.3,17.4,195000,44.8794,1.040997048,2.9,80.1,3785.7,24.9,21.3,27.62183032,Boris,550138.7641,188221.8126,Outer
Havering - Cranham,E05000307,12550,2100,7350,3100,5.6,6.0,285000,55.8738,1.342410197,2.3,29.4,1901.5,22.2,23.3,42.29678639,Boris,557048.2507,188096.8889,Outer
Havering - Elm Park,E05000308,12550,2250,7800,2550,13.7,10.9,220000,55.7111,1.1150770429999999,2.7,55.3,3391.9,29.6,16.5,32.84842797,Boris,552460.8429,184863.9589,Outer
Havering - Emerson Park,E05000309,12000,1900,7350,2750,17.7,11.4,340000,31.2475,1.615149531,2.0,40.5,2608.7,23.1,24.3,35.73934837,Boris,554748.8389,188606.8049,Outer
Havering - Gooshays,E05000310,14950,3450,9550,1900,12.8,10.7,182500,68.4049,0.95712611,2.6,78.0,1916.7,34.2,13.2,22.07072387,Boris,554574.7734,193036.4566,Outer
Havering - Hacton,E05000311,12400,1950,7900,2600,7.3,7.3,264500,24.1352,1.265310234,2.4,34.8,4960.0,25.3,17.9,37.00492149,Boris,553948.6302,185846.6315,Outer
Havering - Harold Wood,E05000312,13150,2350,8400,2400,10.1,9.4,227000,60.6826,1.1697322890000001,2.4,69.4,1730.3,25.8,20.6,31.72723091,Boris,555721.2307,190548.9166,Outer
Havering - Havering Park,E05000313,13000,2700,8100,2200,12.0,9.1,220000,75.2523,1.26452749,2.1,47.9,1326.5,30.4,15.3,27.67156863,Boris,550646.0885,192702.1822,Outer
Havering - Heaton,E05000314,12850,2800,7800,2200,16.3,13.0,180500,45.318000000000005,0.959237592,2.0,65.8,3779.4,35.8,13.7,23.65820093,Boris,553062.9798,191854.7977,Outer
Havering - Hylands,E05000315,13050,2150,8550,2350,9.7,7.9,250000,26.041,1.3969939880000002,2.1,57.9,4500.0,23.7,19.2,34.47767958,Boris,552472.1935,187249.9553,Outer
Havering - Mawneys,E05000316,12950,2500,7900,2500,11.5,9.3,225000,32.1447,1.24270557,2.4,54.2,4316.7,29.6,16.3,30.89619758,Boris,549729.8896,190277.98899999997,Outer
Havering - Pettits,E05000317,12950,2200,7900,2900,8.7,7.4,266000,32.3576,1.437708456,2.2,44.9,3237.5,25.7,19.9,37.08100559,Boris,551562.1024,190454.5184,Outer
Havering - Rainham and Wennington,E05000318,12750,2450,8000,2300,15.7,10.9,190000,79.033,1.266866867,2.0,76.7,754.4,29.8,14.9,26.55894674,Boris,553425.3061,181503.0198,Outer
Havering - Romford Town,E05000319,17200,3250,11550,2400,16.4,16.6,212000,8.07741,0.9486644409999999,4.3,196.1,5931.0,21.0,26.3,28.89247203,Boris,551754.6941,188756.7998,Outer
Havering - St. Andrew's,E05000320,13450,2150,8450,2850,7.2,7.7,240000,18.8491,1.1541834770000001,3.3,75.5,4981.5,26.2,18.9,34.79861412,Boris,553814.8478,186874.7435,Outer
Havering - South Hornchurch,E05000321,14950,3200,9300,2500,16.4,11.8,205000,45.0371,1.169547628,2.4,72.8,2198.5,31.4,14.0,27.11448337,Boris,551404.0179999999,182921.5083,Outer
Havering - Squirrel's Heath,E05000322,13250,2350,8600,2250,11.5,9.4,252500,16.7318,1.276835149,2.6,46.9,5096.2,20.0,24.3,33.51654917,Boris,553385.0138,189407.639,Outer
Havering - Upminster,E05000323,12850,2050,7750,3050,4.8,6.1,380000,82.0322,1.405851168,2.0,47.8,571.1,19.0,27.9,42.45829472,Boris,557693.5105,185373.8887,Outer
Hillingdon - Barnhill,E05000324,13850,3350,9100,1350,68.4,45.4,249000,27.8258,1.167713422,2.4,88.7,6595.2,22.4,22.4,29.00070705,Ken,510598.2824,181899.2624,Outer
Hillingdon - Botwell,E05000325,15600,4000,10150,1450,60.2,42.7,236000,32.1913,1.057304278,3.0,93.4,3545.5,24.0,21.4,27.92083422,Ken,508825.2106,180434.5032,Outer
Hillingdon - Brunel,E05000326,14600,2300,10700,1600,38.2,29.3,245000,40.4653,1.13845813,2.8,81.2,4424.2,17.6,23.6,22.66839378,Boris,506638.6508,182145.7386,Outer
Hillingdon - Cavendish,E05000327,12000,2400,7650,1950,19.7,16.7,320000,17.749000000000002,1.3616302630000001,2.1,34.0,6000.0,17.2,29.9,40.205777600000005,Boris,511225.4894,186935.0583,Outer
Hillingdon - Charville,E05000328,13050,2900,8500,1650,43.9,30.1,250000,44.9485,1.333179724,2.4,58.9,4350.0,21.6,21.1,31.51318256,Boris,509220.9607,182659.4333,Outer
Hillingdon - Eastcote and East Ruislip,E05000329,12500,2150,7750,2600,20.2,17.5,465000,33.4256,1.4872228090000001,2.1,35.5,3048.8,13.6,38.1,45.47527604,Boris,510103.1857,188340.8032,Outer
Hillingdon - Harefield,E05000330,7600,1500,4800,1350,12.5,13.3,264000,85.5275,1.3936170209999998,1.5,59.7,500.0,23.8,25.0,30.35098397,Boris,505639.7363,189943.4856,Outer
Hillingdon - Heathrow Villages,E05000331,12850,2750,8850,1250,50.0,43.2,212250,31.3616,1.051910112,2.7,308.4,546.8,19.2,24.2,24.58262127,Boris,507133.6381,176496.4565,Outer
Hillingdon - Hillingdon East,E05000332,13400,3050,8750,1600,34.4,23.3,268000,48.1328,1.305323361,2.0,65.6,3722.2,19.3,24.2,31.27873742,Boris,508426.6984,183780.5783,Outer
Hillingdon - Ickenham,E05000333,10700,1900,6600,2200,21.8,15.9,434000,55.6635,1.6137229990000002,2.1,35.6,1725.8,14.6,36.0,46.52073065,Boris,506816.8657,186221.1597,Outer
Hillingdon - Manor,E05000334,11750,2350,7500,1900,16.0,16.2,316000,17.9732,1.294783574,3.0,44.3,5875.0,17.0,29.6,41.96677741,Boris,510027.2747,186720.6405,Outer
Hillingdon - Northwood,E05000335,10750,1700,6750,2300,34.8,31.8,370000,61.0243,1.318916557,2.2,46.4,1452.7,13.3,46.4,36.75850436,Boris,508360.2394,190815.1694,Outer
Hillingdon - Northwood Hills,E05000336,11900,2250,7550,2150,33.3,27.9,372750,33.2978,1.269132108,2.2,46.8,3606.1,16.6,37.1,33.79200847,Boris,510254.2465,190080.7341,Outer
Hillingdon - Pinkwell,E05000337,15400,4000,10000,1350,68.2,45.3,245000,26.9352,1.179040241,2.6,62.4,5703.7,22.0,22.8,28.63812343,Ken,508835.7595,178907.3637,Outer
Hillingdon - South Ruislip,E05000338,12750,2600,8450,1650,27.0,23.2,290000,62.7998,1.229314421,2.7,66.9,1723.0,18.3,27.3,31.55302048,Boris,510421.5209,185230.0535,Outer
Hillingdon - Townfield,E05000339,14600,3450,9700,1450,62.9,44.7,225000,30.8481,1.0105195359999999,3.0,120.0,4171.4,24.7,22.2,30.77725009,Ken,510454.427,180377.1174,Outer
Hillingdon - Uxbridge North,E05000340,12750,2300,8400,2050,30.2,23.4,290000,34.4658,1.339709901,2.4,105.7,2771.7,16.8,34.9,34.47021944,Boris,506564.7194,184236.298,Outer
Hillingdon - Uxbridge South,E05000341,14750,1950,11400,1400,37.9,30.9,225000,26.1755,0.968418908,2.6,94.8,4758.1,14.1,29.9,24.82217573,Boris,505212.7029,182880.6399,Outer
Hillingdon - West Drayton,E05000342,14900,3450,9750,1700,33.5,27.6,235975,31.9561,1.114534992,2.3,57.9,4257.1,24.3,24.0,25.15948517,Boris,506267.3636,179299.37399999998,Outer
Hillingdon - West Ruislip,E05000343,11200,2000,7250,1950,18.0,18.4,312500,49.4823,1.266768626,2.4,65.7,2545.5,16.3,33.9,37.70743272,Boris,508328.2023,188068.4847,Outer
Hillingdon - Yeading,E05000344,14000,3650,9250,1100,64.1,42.7,228000,33.3254,1.128770053,2.1,72.1,6087.0,19.8,26.0,29.50719688,Ken,511853.9786,181706.6322,Outer
Hillingdon - Yiewsley,E05000345,13450,3050,9100,1300,33.8,27.7,207000,41.3257,1.034024562,2.5,91.0,3362.5,23.7,23.1,24.42475698,Boris,506525.6711,180784.8734,Outer
Hounslow - Bedfont,E05000346,13050,2900,8650,1500,35.7,31.0,223000,52.4905,1.097550936,2.1,70.6,2965.9,24.0,20.2,22.46091267,Boris,508500.1725,173532.1782,Outer
Hounslow - Brentford,E05000347,15450,2750,11150,1550,33.9,38.3,310250,42.9149,0.7692307690000001,3.2,87.5,4828.1,17.2,35.3,30.03978067,Ken,517993.3946,178456.7905,Outer
Hounslow - Chiswick Homefields,E05000348,11700,2150,8150,1400,18.8,34.0,750000,42.2229,0.881408277,3.8,103.1,5087.0,9.3,55.7,41.33064516,Boris,521302.1774,177620.8618,Outer
Hounslow - Chiswick Riverside,E05000349,11850,2200,8100,1550,19.1,30.3,563000,35.169000000000004,0.983943607,2.9,72.9,5642.9,9.2,56.0,41.2907703,Boris,520224.9034,177481.9444,Outer
Hounslow - Cranford,E05000350,12750,2750,8700,1300,73.9,56.2,246250,26.5625,1.042239186,2.4,90.3,4722.2,20.2,26.2,25.725965600000002,Ken,510883.5805,176156.9227,Outer
Hounslow - Feltham North,E05000351,11950,2400,8000,1600,38.9,35.7,237000,36.4321,1.0748815170000001,3.0,83.1,3514.7,26.1,21.1,22.25852273,Boris,510511.4952,174387.8702,Outer
Hounslow - Feltham West,E05000352,15900,4050,10800,1100,35.5,32.3,211250,41.3757,1.022535696,2.3,86.8,4968.8,20.5,25.0,21.46793035,Boris,509351.1285,172312.6146,Outer
Hounslow - Hanworth,E05000353,12500,2950,8100,1400,32.4,28.9,225000,45.3221,1.0137604820000001,2.6,69.3,3787.9,26.4,19.2,22.45662734,Boris,511912.1589,171613.02800000002,Outer
Hounslow - Hanworth Park,E05000354,12050,2500,8050,1450,30.8,28.5,230000,41.4169,1.1424749159999998,2.5,85.1,3347.2,23.4,22.2,27.24788193,Boris,511139.8868,172476.0566,Outer
Hounslow - Heston Central,E05000355,12750,2600,8700,1400,76.6,54.7,250000,15.7539,1.1488706370000001,2.9,69.9,7500.0,17.3,32.0,24.98997192,Ken,512542.5072,176790.1193,Outer
Hounslow - Heston East,E05000356,12800,2550,8850,1400,77.4,56.5,279975,27.0833,1.194805195,2.4,65.8,6400.0,16.1,33.4,24.87252829,Ken,513251.1737,177378.3574,Outer
Hounslow - Heston West,E05000357,12850,2900,8550,1350,76.2,51.1,270000,39.1013,1.082918327,2.3,115.0,3381.6,21.8,24.4,29.18798373,Ken,511372.5414,177785.1248,Outer
Hounslow - Hounslow Central,E05000358,16050,3100,11450,1500,70.7,64.5,249000,11.0676,0.7405274890000001,5.1,176.6,9441.2,12.8,42.8,25.19928258,Ken,514237.1606,175955.8599,Outer
Hounslow - Hounslow Heath,E05000359,15250,3600,10400,1250,72.6,58.0,240000,48.6667,0.9167853509999999,3.2,74.7,5446.4,15.7,34.6,27.57950126,Ken,512559.416,174580.516,Outer
Hounslow - Hounslow South,E05000360,11800,2200,8000,1550,45.1,38.7,334000,17.8783,1.28321501,2.4,42.2,6555.6,15.7,32.9,37.41139407,Boris,514715.8742,175076.7015,Outer
Hounslow - Hounslow West,E05000361,13500,2450,9650,1450,75.9,62.6,245000,10.1639,0.94904943,4.0,104.2,8437.5,16.3,33.5,26.2026862,Ken,512404.7945,175618.8542,Outer
Hounslow - Isleworth,E05000362,12250,2650,8300,1250,34.8,33.8,316000,22.6319,0.918863683,2.4,70.6,6125.0,19.9,33.8,32.39040086,Ken,515969.0752,175295.2913,Outer
Hounslow - Osterley and Spring Grove,E05000363,13450,2500,9200,1700,54.4,46.0,370000,54.1929,1.216013344,2.9,79.8,2134.9,10.8,45.9,32.22090261,Boris,515061.1829,177717.1047,Outer
Hounslow - Syon,E05000364,14100,2800,9950,1350,34.2,36.7,315000,42.4597,0.8606217620000001,3.6,82.5,4862.1,16.4,38.9,30.57558208,Boris,516927.2053,176898.313,Outer
Hounslow - Turnham Green,E05000365,11850,1800,8450,1550,23.2,39.9,535000,7.378839999999999,0.769796068,4.7,120.7,6583.3,9.9,55.4,37.84117405,Boris,520164.5934,178522.2279,Outer
Islington - Barnsbury,E05000366,12750,1850,9650,1200,28.9,35.5,467500,11.0343,0.453330926,5.5,149.5,15937.5,16.3,51.5,37.74599843,Ken,531102.1238,183736.533,Inner
Islington - Bunhill,E05000367,15900,2100,12650,1150,34.5,41.9,590000,13.5146,0.299313638,6.5,196.3,14454.5,15.8,45.2,30.26948451,Ken,532279.9698,182387.6706,Inner
Islington - Caledonian,E05000368,14550,2200,11100,1300,34.7,37.3,499999,16.4032,0.37544949299999997,5.3,161.9,13227.3,21.0,39.1,33.68270605,Ken,530547.9613,184069.9468,Inner
Islington - Canonbury,E05000369,12350,2200,8900,1250,28.2,29.7,522500,14.3922,0.4427695,6.2,95.9,15437.5,19.2,47.3,35.27760051,Ken,532462.004,184448.555,Inner
Islington - Clerkenwell,E05000370,12100,1450,9650,1000,29.3,38.5,637868,9.25225,0.373509934,6.4,204.9,13444.4,15.1,47.9,34.92778588,Ken,531340.99,182540.4088,Inner
Islington - Finsbury Park,E05000371,14900,2650,10950,1300,42.9,41.6,360000,15.9232,0.34922412399999997,6.1,165.4,16555.6,20.6,41.8,37.32104121,Ken,530856.5027,186453.3122,Inner
Islington - Highbury East,E05000372,11950,2100,8650,1200,23.5,30.9,570000,21.645,0.51259542,4.9,101.5,11950.0,13.4,58.8,41.50514637,Ken,531936.9736,185513.956,Inner
Islington - Highbury West,E05000373,15800,2450,12300,1050,32.1,34.5,485000,10.505,0.434265233,6.0,93.8,14363.6,12.6,56.3,39.51214595,Ken,531424.4181,185926.6696,Inner
Islington - Hillrise,E05000374,12100,2300,8650,1150,33.7,32.9,354000,18.334,0.508581574,4.1,65.6,15125.0,17.9,43.7,39.59437964,Ken,529818.3157,187414.2157,Inner
Islington - Holloway,E05000375,15750,2350,12100,1250,36.1,39.6,390000,16.8793,0.36170533299999996,5.9,88.2,15750.0,18.8,43.3,37.52428232,Ken,530491.5171,185216.6683,Inner
Islington - Junction,E05000376,12600,1900,9350,1300,30.6,34.7,394220,16.6094,0.417389764,5.9,113.4,12600.0,16.8,46.9,38.57484578,Ken,529366.6069,186559.0463,Inner
Islington - Mildmay,E05000377,13300,2400,9850,1050,34.5,33.8,405125,10.4341,0.400857633,5.9,98.5,16625.0,17.4,48.8,35.83224427,Ken,532747.4977,185138.9753,Inner
Islington - St. George's,E05000378,12850,2050,9600,1200,28.1,32.8,405000,8.14414,0.452969384,4.6,76.1,16062.5,16.5,48.3,39.84287318,Ken,529870.7789,185764.328,Inner
Islington - St. Mary's,E05000379,12150,1650,9300,1200,25.3,33.1,605000,9.61642,0.41571609600000003,6.7,237.4,13500.0,15.5,54.4,35.48428316,Ken,531556.0381,184295.0487,Inner
Islington - St. Peter's,E05000380,12550,1850,9500,1200,25.6,32.0,595500,10.3945,0.449424046,5.1,153.6,15687.5,17.3,53.0,36.51141788,Ken,532067.4105,183543.8359,Inner
Islington - Tollington,E05000381,13650,2450,10150,1100,35.8,34.5,342000,13.2772,0.411988111,4.0,86.7,17062.5,17.3,45.2,39.95081601,Ken,530415.339,187028.2271,Inner
Kensington and Chelsea - Abingdon,E05000382,10150,1650,7200,1300,32.6,59.6,1325000,5.87637,0.593280467,6.5,83.2,16916.7,6.3,59.2,31.65330279,Boris,525222.7433,179037.0764,Inner
Kensington and Chelsea - Brompton,E05000383,8700,1250,6250,1200,24.4,61.7,1800000,10.787,0.5957899210000001,7.0,296.5,8700.0,6.6,57.4,27.66703176,Boris,527133.7197,179017.6946,Inner
Kensington and Chelsea - Campden,E05000384,8050,1300,5700,1050,21.4,52.8,1500000,27.8782,0.680775115,6.9,153.0,8944.4,4.5,62.4,33.23595506,Boris,525461.4385,180068.1068,Inner
Kensington and Chelsea - Colville,E05000385,8250,1150,6150,950,34.0,44.4,747500,10.526,0.439917601,5.6,200.8,20625.0,13.1,48.6,31.82608696,Boris,524660.5439,181236.8434,Inner
Kensington and Chelsea - Courtfield,E05000386,8850,1200,6750,900,24.8,61.4,1262500,13.2652,0.541019471,6.9,117.6,17700.0,3.8,58.7,24.94860774,Boris,526221.8266,178584.6093,Inner
Kensington and Chelsea - Cremorne,E05000387,7950,1250,5300,1350,32.5,44.4,714000,29.2237,0.528428928,4.2,98.6,13250.0,15.4,41.2,35.11434932,Boris,526689.63,177458.0198,Inner
Kensington and Chelsea - Earl's Court,E05000388,9050,1100,7100,850,35.4,61.0,706000,9.97454,0.365423591,7.0,128.1,18100.0,8.4,53.3,27.87570416,Boris,525370.7421,178464.0576,Inner
Kensington and Chelsea - Golborne,E05000389,9100,1650,6450,1000,52.1,46.1,462500,34.6195,0.361354776,4.4,159.8,10111.1,22.5,32.1,29.31421662,Ken,524011.299,182141.1849,Inner
Kensington and Chelsea - Hans Town,E05000390,8650,1150,6100,1350,23.5,55.6,1650000,8.46384,0.575831306,6.8,115.5,14416.7,9.2,55.1,27.74491682,Boris,527672.9965,178788.7207,Inner
Kensington and Chelsea - Holland,E05000391,9600,1800,6600,1200,32.0,56.7,925000,28.1889,0.72305624,5.7,76.5,9600.0,7.0,58.8,31.79190751,Boris,524594.6639,179629.3031,Inner
Kensington and Chelsea - Norland,E05000392,8550,1500,5650,1400,25.6,40.7,1100000,15.3139,0.647743814,5.6,103.9,12214.3,14.2,51.2,35.88709677,Boris,524223.1772,180498.1433,Inner
Kensington and Chelsea - Notting Barns,E05000393,9450,1900,6350,1250,42.7,41.6,499950,9.29615,0.477475307,4.0,97.2,15750.0,19.4,37.2,35.26495726,Ken,523784.9756,181164.0856,Inner
Kensington and Chelsea - Pembridge,E05000394,7550,1050,5550,950,22.1,51.2,980000,11.8785,0.517739483,7.1,176.1,15100.0,6.2,60.8,30.60388946,Boris,525058.8702,180707.7313,Inner
Kensington and Chelsea - Queen's Gate,E05000395,9700,1450,7250,1000,28.7,63.2,1388000,5.8402199999999995,0.61500615,6.1,100.2,16166.7,3.8,61.7,26.61686652,Boris,526038.9464,179311.2253,Inner
Kensington and Chelsea - Redcliffe,E05000396,9100,1450,6600,1050,18.8,53.4,887223,28.4248,0.622985581,6.2,85.5,13000.0,5.2,60.5,28.61319203,Boris,525949.5798,177993.9305,Inner
Kensington and Chelsea - Royal Hospital,E05000397,7150,1000,4700,1500,15.4,44.8,1256250,43.1333,0.758221024,5.1,135.0,7944.4,9.0,56.1,36.40856672,Boris,527830.3166,178091.4523,Inner
Kensington and Chelsea - St. Charles,E05000398,9300,1700,6500,1100,37.6,37.8,560000,21.8511,0.490494297,3.8,83.3,13285.7,21.5,35.5,32.53768844,Boris,523624.6772,181835.6206,Inner
Kensington and Chelsea - Stanley,E05000399,8100,1200,5650,1250,19.0,48.7,890000,9.06348,0.71011236,5.8,135.7,11571.4,7.3,56.1,33.50978136,Boris,526707.3797,177929.3845,Inner
Kingston upon Thames - Alexandra,E05000400,9550,1950,6050,1500,29.8,27.2,387500,43.4886,1.378298251,2.1,43.0,3537.0,15.8,32.7,36.26834382,Boris,520113.7171,166392.7232,Outer
Kingston upon Thames - Berrylands,E05000401,9700,1700,6500,1500,18.1,24.1,315000,10.7853,0.966782811,2.5,30.7,6466.7,11.9,48.4,38.04707934,Boris,519114.0501,167344.3868,Outer
Kingston upon Thames - Beverley,E05000402,10350,2150,6900,1350,32.6,32.4,362500,26.4884,1.02166157,2.7,72.8,5447.4,15.2,41.7,41.18447924,Boris,521205.2546,168519.5599,Outer
Kingston upon Thames - Canbury,E05000403,12950,2950,8900,1050,21.4,27.5,400750,7.03777,0.9142350159999999,3.9,40.8,10791.7,9.0,54.4,35.22371046,Boris,518685.3306,170028.5337,Outer
Kingston upon Thames - Chessington North and Hook,E05000404,8950,1800,5800,1350,15.0,17.2,265000,27.4968,1.306461174,2.4,45.7,4710.5,21.9,22.8,30.77792428,Boris,518062.5842,164593.5205,Outer
Kingston upon Thames - Chessington South,E05000405,10450,2200,6800,1450,13.0,14.3,250000,75.6503,1.36802974,2.3,41.0,1375.0,19.1,25.3,30.3710782,Boris,517651.01399999997,162338.1301,Outer
Kingston upon Thames - Coombe Hill,E05000406,10650,2000,7100,1600,35.5,40.6,600000,42.1148,1.303038524,2.4,50.4,2420.5,10.7,44.5,34.86271036,Boris,520752.0801,170624.3986,Outer
Kingston upon Thames - Coombe Vale,E05000407,10000,2100,6550,1400,33.4,33.5,432500,10.953,1.234166667,2.3,33.2,6250.0,11.7,47.4,40.54758801,Boris,520599.7979,169225.913,Outer
Kingston upon Thames - Grove,E05000408,11600,1750,8750,1050,23.2,31.4,330000,23.6188,0.801353014,4.1,295.8,6105.3,8.5,47.0,28.91218475,Boris,518347.7668,168665.5192,Outer
Kingston upon Thames - Norbiton,E05000409,10500,2000,7550,950,31.0,34.1,310000,34.4746,0.7975308640000001,3.4,67.1,8076.9,17.7,35.8,29.18756269,Ken,519339.7947,169012.1815,Outer
Kingston upon Thames - Old Malden,E05000410,9650,1800,6200,1650,30.8,27.3,356000,21.5548,1.3774592469999998,2.4,36.3,5361.1,15.7,34.4,36.13209204,Boris,521498.5645,166553.2736,Outer
Kingston upon Thames - St. James,E05000411,9200,1700,5800,1650,41.4,37.3,390000,28.2229,1.2986698909999999,2.5,38.4,4181.8,15.9,38.0,37.79245283,Boris,521396.3444,167467.2849,Outer
Kingston upon Thames - St. Mark's,E05000412,10900,1250,8750,900,21.3,29.1,326500,23.9288,0.86031746,3.7,55.3,7785.7,6.7,48.3,30.17820625,Boris,518250.1139,167702.2806,Outer
Kingston upon Thames - Surbiton Hill,E05000413,10800,1850,7450,1450,19.0,25.0,325000,5.80861,1.016510971,3.4,35.5,6352.9,10.7,52.2,34.71878608,Boris,518304.0028,166455.0501,Outer
Kingston upon Thames - Tolworth and Hook Rise,E05000414,10300,2050,6850,1400,27.2,26.1,306750,33.0864,1.221329046,2.3,55.0,3961.5,18.4,30.0,32.10759278,Boris,519125.3944,165297.94199999998,Outer
Kingston upon Thames - Tudor,E05000415,9800,2200,6150,1400,17.6,23.9,524975,22.6726,1.185473064,2.2,37.3,6125.0,10.1,51.3,42.08325759,Boris,518195.2516,170918.051,Outer
Lambeth - Bishop's,E05000416,10600,1200,8550,900,42.0,43.0,487500,31.6013,0.37177242899999996,7.4,236.3,7066.7,14.5,47.2,33.17528296,Ken,531010.9379,179680.6402,Inner
Lambeth - Brixton Hill,E05000417,16350,2550,12700,1100,41.5,37.4,345000,13.0818,0.45123747799999997,4.9,99.8,14863.6,13.8,49.6,34.34133808,Ken,530452.2812,174319.8079,Inner
Lambeth - Clapham Common,E05000418,13250,2100,10250,900,24.3,33.5,535000,27.8522,0.651708218,4.3,111.1,10192.3,8.3,63.3,31.66686696,Boris,529349.1149,174673.7853,Inner
Lambeth - Clapham Town,E05000419,14350,2100,11300,1000,29.3,35.2,460000,13.2195,0.5271668820000001,5.2,193.1,13045.5,10.9,59.7,31.0281781,Boris,529183.218,175666.9278,Inner
Lambeth - Coldharbour,E05000420,17200,3550,12550,1050,62.1,43.7,322500,14.4263,0.35072951700000005,5.3,167.2,14333.3,17.6,36.8,33.31667333,Ken,531494.671,175560.2174,Inner
Lambeth - Ferndale,E05000421,15800,2000,12900,950,40.4,41.7,402500,10.2322,0.41381408799999997,6.3,166.0,17555.6,13.3,52.9,29.65679085,Ken,530574.0029,175541.5379,Inner
Lambeth - Gipsy Hill,E05000422,13800,3100,9550,1150,44.9,30.6,285000,25.6944,0.621621622,3.6,81.8,8625.0,18.4,39.3,33.77345379,Ken,532747.4717,171553.6632,Inner
Lambeth - Herne Hill,E05000423,15400,2850,11400,1150,39.6,35.3,390000,37.9007,0.521819299,4.2,107.1,7700.0,12.2,52.0,40.32571955,Ken,532006.5922,175036.7138,Inner
Lambeth - Knight's Hill,E05000424,14950,3400,10200,1400,47.7,35.3,285000,13.3446,0.6454380470000001,4.0,89.0,9966.7,15.9,38.2,34.21082236,Ken,531636.1649,171731.0155,Inner
Lambeth - Larkhall,E05000425,17800,2850,13850,1150,43.3,42.2,360000,19.9775,0.415131212,5.4,98.8,16181.8,13.9,48.5,28.61230329,Ken,530065.3283,176089.3784,Inner
Lambeth - Oval,E05000426,15950,2200,12600,1150,36.9,42.6,400175,24.9213,0.374696559,6.6,134.8,12269.2,13.0,51.6,34.21656583,Ken,530784.4623,177627.2515,Inner
Lambeth - Prince's,E05000427,14950,2400,11150,1400,43.4,38.5,448750,20.653000000000002,0.41005055,6.0,119.3,12458.3,16.3,46.5,37.80008278,Ken,531029.439,178489.4238,Inner
Lambeth - St. Leonard's,E05000428,14900,2600,11150,1150,38.9,40.4,284975,13.2326,0.628797673,5.6,100.7,10642.9,12.6,46.3,29.89323843,Ken,529853.4178,171752.2845,Inner
Lambeth - Stockwell,E05000429,15100,2750,11250,1050,44.3,44.9,291500,13.2273,0.405476894,5.7,85.0,16777.8,16.2,41.0,34.42692348,Ken,530360.805,176772.5905,Inner
Lambeth - Streatham Hill,E05000430,14700,2700,10800,1200,37.9,37.8,300000,14.1798,0.592786885,5.0,82.8,11307.7,13.5,46.4,32.77131576,Ken,530609.8203,172980.2852,Inner
Lambeth - Streatham South,E05000431,14550,2950,10000,1650,52.5,44.5,283500,26.6094,0.76728972,3.8,67.6,8558.8,17.0,34.8,33.10803199,Ken,530105.9308,170365.7026,Inner
Lambeth - Streatham Wells,E05000432,15100,2900,10900,1250,43.1,41.2,250000,18.2544,0.6204752029999999,4.3,77.5,10066.7,13.9,42.6,32.2782759,Ken,530658.7445,171781.0225,Inner
Lambeth - Thornton,E05000433,13250,2700,9500,1050,40.5,37.0,460000,22.375999999999998,0.613420428,3.2,62.1,12045.5,14.2,47.8,37.60401371,Ken,529579.6215,173646.4822,Inner
Lambeth - Thurlow Park,E05000434,13700,3000,9400,1300,36.3,30.3,330000,19.743,0.651543578,4.8,82.3,9133.3,12.7,50.3,39.44035701,Ken,532103.1876,173068.9454,Inner
Lambeth - Tulse Hill,E05000435,16000,3300,11600,1100,52.6,38.6,325875,16.5771,0.45046813700000005,4.4,73.5,16000.0,14.7,42.7,35.74228566,Ken,531062.068,173981.2661,Inner
Lambeth - Vassall,E05000436,14950,2500,11350,1100,52.7,40.0,348500,16.7841,0.43547057899999997,4.5,92.8,13590.9,16.0,41.3,33.11851447,Ken,531420.4175,176792.6527,Inner
Lewisham - Bellingham,E05000437,15050,3650,9800,1600,51.3,29.6,208000,46.7201,0.68986409,2.9,82.0,4854.8,25.4,23.5,26.60944206,Ken,537394.6025,171715.5154,Inner
Lewisham - Blackheath,E05000438,14500,2650,10300,1600,30.2,29.3,323000,34.5885,0.6875291920000001,4.8,98.5,6304.3,13.2,53.2,38.71121151,Ken,539092.2074,176090.3683,Inner
Lewisham - Brockley,E05000439,17950,2800,14000,1150,43.1,36.8,275626,13.452,0.49509078700000003,5.3,105.7,10558.8,11.8,47.3,33.0285501,Ken,536913.0482,176312.6155,Inner
