,UUID,OBJEKTART,NAME,SPRACHCODE,E,N,"Z,,"
154980,{A2848493-D88E-4E76-8E4F-213A5CE08990},Flurname swisstopo,Bergwerk,Hochdeutsch inkl. Lokalsprachen,2688914,1234234,"435,,"
6575,{09EC4E99-7165-48DA-ACE4-2B3FD07D652B},Gebaeude,Hotel Rosenlaui,Hochdeutsch inkl. Lokalsprachen,2654676,1170122,"1331,,"
20101,{7C55279F-4A5E-4E6E-9FE6-B6E0E863AE94},Hauptgipfel,Pizzo Corandoni,Italienisch inkl. Lokalsprachen,2698866,1156752,"2659,,"
257707,{4DB04ABC-33BD-4D8F-A479-0AAF9CED982E},Flurname swisstopo,Plaunet,Rumantsch Grischun inkl. Lokalsprachen,2751845,1185155,"1258,,"
142216,{4F16B936-F982-4632-A12F-C3750B1A9E07},Flurname swisstopo,Alp,Hochdeutsch inkl. Lokalsprachen,2702230,1261506,"502,,"
219619,{335F0884-9D15-479D-8E63-AC86D641F065},Flurname swisstopo,Au-dessus de la Prise,Franzoesisch inkl. Lokalsprachen,2536673,1197664,"941,,"
271289,{0CB50E08-BA3C-4403-B2A5-A50F4F364CFD},Flurname swisstopo,Clos des Barres,Franzoesisch inkl. Lokalsprachen,2580740,1232114,"772,,"
255875,{41A05582-5465-43F9-A614-981EED140157},Flurname swisstopo,Tranter Veias,Rumantsch Grischun inkl. Lokalsprachen,2749000,1166649,"1970,,"
171617,{8164FD8B-FE2C-40BA-9B7D-350D41AC8B08},Flurname swisstopo,Pianasc,Italienisch inkl. Lokalsprachen,2711862,1099132,"679,,"
47615,{412C3CF8-45C7-4C95-9510-F52B8D1EF32F},Flurname swisstopo,Born,Hochdeutsch inkl. Lokalsprachen,2632629,1242103,"493,,"
280177,{A39CC914-BDDD-43BF-A3A3-7D8413E28D56},Flurname swisstopo,Horis,Hochdeutsch inkl. Lokalsprachen,2735609,1232888,"1220,,"
27936,{C4581DFD-DF99-4962-9BB4-96CBFE9AFDA1},Lokalname swisstopo,Canòva,Italienisch inkl. Lokalsprachen,2696380,1131475,"1992,,"
155060,{5CDD0F47-4855-4B89-BA98-D82DC42319E1},Flurname swisstopo,Untermoos,Hochdeutsch inkl. Lokalsprachen,2674148,1243340,"602,,"
244353,{13243E01-BCE6-4B79-A6D1-C643D33DFE05},Flurname swisstopo,Davos Crap,Rumantsch Grischun inkl. Lokalsprachen,2728165,1184436,"1215,,"
59473,{7F07DAA5-D53F-4150-B8DA-FCE9FED338FA},Flurname swisstopo,Sous le Mont,Franzoesisch inkl. Lokalsprachen,2557472,1225670,"848,,"
86302,{A3878133-B193-4F39-909A-4F4455D6832E},Flurname swisstopo,Schmucki,Hochdeutsch inkl. Lokalsprachen,2617085,1156689,"841,,"
296950,{439170AF-93CB-4BFB-95C7-69BD46CED65E},Flurname swisstopo,Ghiann,Italienisch inkl. Lokalsprachen,2702252,1117507,"957,,"
166450,{5258EE1D-EFC4-4151-B7EE-B10C46931A31},Flurname swisstopo,La Cuéta,Italienisch inkl. Lokalsprachen,2717431,1081311,"501,,"
16299,{9CCC74F4-2D62-4725-9D4D-9BB410205316},Gipfel,Mutschen,Hochdeutsch inkl. Lokalsprachen,2748982,1233548,"2119,,"
196724,{A2B6CB49-E491-42A4-B6F3-C2CAFC018B7E},Flurname swisstopo,Halta,Hochdeutsch inkl. Lokalsprachen,2744308,1157605,"1509,,"
55786,{DAC41B61-BE4D-452C-A931-C338189D66EC},Flurname swisstopo,Studmatte,Hochdeutsch inkl. Lokalsprachen,2580215,1218971,"967,,"
203627,{6A6066C0-1C3D-427A-BB12-CE429CFABCA2},Flurname swisstopo,Arbaï,Franzoesisch inkl. Lokalsprachen,2590697,1113913,"1227,,"
176187,{A614D8D0-3E15-404B-82B5-282A6A063BB1},Flurname swisstopo,Bouley Dessous,Franzoesisch inkl. Lokalsprachen,2578411,1190364,"647,,"
276578,{BD1A299E-C749-44CA-9866-AF5A2623CFAB},Flurname swisstopo,Oberste Blakern,Hochdeutsch inkl. Lokalsprachen,2626161,1195478,"915,,"
117476,{EC39EB3D-BAA3-40FA-AC9F-B32B487919FF},Flurname swisstopo,Ärgetermoos,Hochdeutsch inkl. Lokalsprachen,2740811,1261508,"570,,"
201483,{E13115C6-F17A-454A-9456-B528367ECA7C},Flurname swisstopo,La Mortagette,Franzoesisch inkl. Lokalsprachen,2569640,1110370,"494,,"
142980,{97E309C8-9A3B-44F0-9A59-D5EEC2F1F386},Flurname swisstopo,Sandgass,Hochdeutsch inkl. Lokalsprachen,2685580,1269084,"475,,"
104612,{C5827D0A-5045-4CAA-A8B4-573E33E23828},Flurname swisstopo,Hinder Jucke,Hochdeutsch inkl. Lokalsprachen,2607663,1203625,"807,,"
8064,{F3DFD4FA-5A00-457F-88F4-BBDB3A10D7E6},Landesgrenzstein,34,k_W,2523652,1180034,"1245,,"
32817,{7BDAB446-7228-4A81-B620-249324E00D0D},Lokalname swisstopo,Grabenweidli,Hochdeutsch inkl. Lokalsprachen,2589300,1163022,"1258,,"
65788,{53C48762-1B5D-4392-9A3F-C5FE88DEBCDA},Flurname swisstopo,Mülirai,Hochdeutsch inkl. Lokalsprachen,2659558,1261418,"361,,"
168741,{5020D875-1A49-4A40-935A-7503D3A16BDD},Flurname swisstopo,I Guast,Italienisch inkl. Lokalsprachen,2712051,1094089,"428,,"
262708,{51899246-0492-4551-BB1A-B6E21B6F11CC},Flurname swisstopo,Grueben,Hochdeutsch inkl. Lokalsprachen,2668975,1256717,"423,,"
157583,{D0D14A67-FD17-40D3-AFC6-73BC77EF885D},Flurname swisstopo,Weiermatten,Hochdeutsch inkl. Lokalsprachen,2680429,1230377,"526,,"
226518,{2A4B9C3E-38E0-484F-8D8F-A2FFD1282AC4},Flurname swisstopo,Änglets,Hochdeutsch inkl. Lokalsprachen,2691975,1204889,"706,,"
251391,{2AADBAB2-D1DB-457E-8831-6BB6E6429351},Flurname swisstopo,Mittelblanggen,Hochdeutsch inkl. Lokalsprachen,2719335,1213306,"2065,,"
707,{43922DD1-AF4E-4217-AE50-5DC45652B3DA},Kapelle,Apollonia-Chäppeli,Hochdeutsch inkl. Lokalsprachen,2635363,1215366,"803,,"
204697,{7199819F-F85D-4838-8C43-B24874C4A58A},Flurname swisstopo,Le Terré,Franzoesisch inkl. Lokalsprachen,2599818,1113867,"1283,,"
284961,{B7FB847E-37DE-4B39-9C63-17A27E5A75A1},Flurname swisstopo,Aspenhölzli,Hochdeutsch inkl. Lokalsprachen,2753534,1224677,"592,,"
50815,{7B4FC81D-B3AF-43EA-AFBE-F759EE204CE8},Flurname swisstopo,Oberdorf,Hochdeutsch inkl. Lokalsprachen,2623687,1236707,"450,,"
107609,{2912ED73-57A8-4E61-BD73-0F5C721D929D},Flurname swisstopo,Silberbärg,Hochdeutsch inkl. Lokalsprachen,2727317,1278986,"443,,"
79644,{F131BA5A-40CE-497A-BC00-755C53E22D99},Flurname swisstopo,Richige Weid,Hochdeutsch inkl. Lokalsprachen,2618401,1159073,"1416,,"
323236,{B35FBD28-A633-4DFC-A2C2-03044B700B14},Haltestelle Bus,"Lausanne, sports UNIL-EPFL",Franzoesisch inkl. Lokalsprachen,2534562,1152551,"377,"
60838,{8BEA2A96-4E66-4D0C-B3FC-861F4358DB07},Flurname swisstopo,Bourgeons,Franzoesisch inkl. Lokalsprachen,2559410,1246059,"646,,"
76254,{C99B2507-CBE8-4E37-8F32-9F0B9FFFB8B2},Flurname swisstopo,Wogacher,Hochdeutsch inkl. Lokalsprachen,2660748,1268464,"321,,"
20246,{E75691CD-9C09-4D3D-B252-304372165297},Gipfel,Pizzo d'Eus,Italienisch inkl. Lokalsprachen,2710109,1124900,"1729,,"
258467,{BFBA71B5-F9D4-486B-B671-C3C1853CB676},Flurname swisstopo,Tschitter,Hochdeutsch inkl. Lokalsprachen,2756674,1151051,"1875,,"
274763,{05530FF8-011C-489E-B013-1BEE387E302F},Flurname swisstopo,Im Oeygraben,Hochdeutsch inkl. Lokalsprachen,2602876,1166948,"777,,"
141900,{CCD1DEF7-F84E-4C31-8C4E-42822B903F88},Flurname swisstopo,Reben,Hochdeutsch inkl. Lokalsprachen,2700961,1258634,"526,,"
142733,{D4A300C2-D29F-423E-BDD4-79FF5C990E62},Flurname swisstopo,Granenstein,Hochdeutsch inkl. Lokalsprachen,2686225,1268666,"557,,"
114906,{423DDE0F-FD07-4DCD-8323-7039A491123F},Flurname swisstopo,Winkelacker,Hochdeutsch inkl. Lokalsprachen,2703233,1274033,"469,,"
210911,{57983964-9471-4E72-BFFF-513FEE352612},Flurname swisstopo,Chäli,Hochdeutsch inkl. Lokalsprachen,2624303,1137854,"1472,,"
268296,{451B170F-A508-46F3-961F-97DDBF421ECB},Flurname swisstopo,Pfaffeblattewald,Hochdeutsch inkl. Lokalsprachen,2642853,1229766,"676,,"
314044,{AC8693DA-9386-41AB-B9BC-612A0D15E420},Haltestelle Bus,"Jona, Vogelau/Bahnhof",Hochdeutsch inkl. Lokalsprachen,2705765,1232178,"422,"
179556,{063684D3-95FA-4090-8E85-9D69DD1FF5E8},Flurname swisstopo,Lischere,Hochdeutsch inkl. Lokalsprachen,2584710,1201621,"499,,"
302571,{C9A215E9-1D7D-436B-90FE-4C170C1B4E2A},Haltestelle Bus,"Steinen, Hausmatt",Hochdeutsch inkl. Lokalsprachen,2689463,1211503,"475,"
189912,{E59B77A3-550F-4167-BF39-B353D6DA60D2},Flurname swisstopo,Petit Fracheboud,Franzoesisch inkl. Lokalsprachen,2559837,1164301,"948,,"
145295,{D8336B2E-1ADE-49AF-A7ED-5CB1073CFD3D},Flurname swisstopo,Stockwis,Hochdeutsch inkl. Lokalsprachen,2692651,1278039,"466,,"
42606,{DD9B9188-6930-43C3-BAE8-A921EA9547B8},Lokalname swisstopo,La Sia,Franzoesisch inkl. Lokalsprachen,2570947,1132504,"1458,,"
163748,{8209DC8A-71C4-47DF-B203-5751D15ABB90},Flurname swisstopo,Chräjebüel,Hochdeutsch inkl. Lokalsprachen,2652564,1252276,"405,,"
204122,{D1B7BA37-D559-4B29-BD50-29EA6A28426B},Flurname swisstopo,Portelle,Franzoesisch inkl. Lokalsprachen,2605120,1125571,"534,,"
169946,{4041AF3B-DD5B-4E12-93AC-DFBBA9F0087F},Flurname swisstopo,Ra Ca d Marcöö,Italienisch inkl. Lokalsprachen,2712382,1095610,"582,,"
290181,{3CA9325D-8D6A-4369-B668-DCDAF27B0630},Flurname swisstopo,Cà di Crap,Italienisch inkl. Lokalsprachen,2802822,1137125,"1158,,"
116709,{93C8C5F1-5D39-4617-882A-857D0EE490EB},Flurname swisstopo,Hindere Förliblatz,Hochdeutsch inkl. Lokalsprachen,2677730,1286886,"609,,"
42559,{959E9279-1667-4346-B0A6-C23EF7A1BB0B},Lokalname swisstopo,Vieilles Bousses,Franzoesisch inkl. Lokalsprachen,2557924,1136071,"373,,"
52647,{3DB35222-2307-44FF-BF6D-2DCD174BE675},Flurname swisstopo,Industriering,Hochdeutsch inkl. Lokalsprachen,2589979,1215212,"438,,"
88944,{030F4A46-E457-49FE-8C72-6F96D21C2317},Flurname swisstopo,Hüenermösli,Hochdeutsch inkl. Lokalsprachen,2663335,1206269,"1112,,"
11098,{2AC9D52C-145B-4733-825A-9DC51DB2E0A3},Landesgrenzstein,65.I,k_W,2724214,1077151,"230,,"
115577,{5C5F5922-CBFD-4B9B-9F70-C05D88A38E05},Flurname swisstopo,Undere Hard,Hochdeutsch inkl. Lokalsprachen,2715541,1270076,"520,,"
76720,{1023A889-35A1-4E8E-B92A-24275F5DE5CB},Flurname swisstopo,Munimoos,Hochdeutsch inkl. Lokalsprachen,2664753,1250340,"365,,"
55426,{BCEF38BB-5AED-4D8E-A3A1-EE479D75F8FF},Flurname swisstopo,Trybey,Hochdeutsch inkl. Lokalsprachen,2588740,1217446,"497,,"
216074,{D59AEFC0-EEEC-4C7F-8A78-C03195BE17E7},Flurname swisstopo,Grüöbjini,Hochdeutsch inkl. Lokalsprachen,2635758,1115694,"1158,,"
310003,{EF161EFF-3DCE-4CBA-BEEC-84558824DD70},Haltestelle Bus,"Bettingen, Mennweg",Hochdeutsch inkl. Lokalsprachen,2617305,1268912,"397,"
38944,{A6CFBA93-CF20-4BCC-9028-DF6E3264804D},Lokalname swisstopo,Les Grands Giétros,Franzoesisch inkl. Lokalsprachen,2596409,1097910,"2635,,"
236927,{9B25F6D9-6176-4AE1-A903-17493D44FDF6},Flurname swisstopo,Fravgia,Rumantsch Grischun inkl. Lokalsprachen,2754524,1175979,"767,,"
172276,{2C7688EA-3DF9-4236-9364-D2240DEBEC01},Flurname swisstopo,Le Molard,Franzoesisch inkl. Lokalsprachen,2574359,1200676,"439,,"
294615,{071AEAB5-2EAB-4BFB-A732-B8B76E232148},Flurname swisstopo,Rinderwald,Hochdeutsch inkl. Lokalsprachen,2631218,1211911,"900,,"
277859,{84C09A81-FA30-4258-95E1-88FB2B511EF4},Flurname swisstopo,Mittlere Zelg,Hochdeutsch inkl. Lokalsprachen,2604794,1179606,"623,,"
190086,{4E9A9FD4-B716-4C02-BC30-7D42692FE621},Flurname swisstopo,Au Moulin du Riez,Franzoesisch inkl. Lokalsprachen,2557920,1161935,"840,,"
20113,{0FD62424-7299-40A2-B632-707D1B68D157},Hauptgipfel,Pizzo Meda,Italienisch inkl. Lokalsprachen,2697090,1147720,"2614,,"
73443,{F0C430C3-0BB8-4C11-9E2C-BAC711745207},Flurname swisstopo,Under Waldighüsli,Hochdeutsch inkl. Lokalsprachen,2640165,1210182,"875,,"
164443,{B9C2D00D-21F1-4003-A983-DECF241B5F20},Flurname swisstopo,Hubel,Hochdeutsch inkl. Lokalsprachen,2647291,1242057,"477,,"
279039,{224DF74F-F5AA-4C40-BD3F-2FF279265D95},Flurname swisstopo,Roches de la Rosaire,Franzoesisch inkl. Lokalsprachen,2548160,1174241,"802,,"
21251,{E4B7BA77-9547-43E1-B2FD-3AAD0D65CDA1},Huegel,Winkelberg,Hochdeutsch inkl. Lokalsprachen,2609793,1247307,"858,,"
256207,{8A8F3F40-9D8D-4184-82ED-A447A7B63DB5},Flurname swisstopo,Chrizliwald,Hochdeutsch inkl. Lokalsprachen,2740080,1180947,"1673,,"
154831,{38F2E556-20B1-403A-A33B-8857B7251333},Flurname swisstopo,Bergweid,Hochdeutsch inkl. Lokalsprachen,2705968,1249941,"711,,"
175879,{C2093A53-E29E-4F68-8010-AFB1DF4BF514},Flurname swisstopo,Le Brachet,Franzoesisch inkl. Lokalsprachen,2575008,1201282,"450,,"
100902,{04AE61D6-0114-4E74-A714-7F6BD1B55FDA},Flurname swisstopo,Chüebödmer,Hochdeutsch inkl. Lokalsprachen,2693869,1197950,"1895,,"
291516,{D618950E-D5E4-4FFA-804C-0E20DB3C34A4},Flurname swisstopo,Rumbettel,Rumantsch Grischun inkl. Lokalsprachen,2724138,1182736,"1601,,"
69164,{CCB02B95-8513-4C4F-A8E2-4CE1B4EC77C7},Flurname swisstopo,Gärbi,Hochdeutsch inkl. Lokalsprachen,2662253,1231272,"513,,"
256394,{7FCEDA0F-66BB-4371-B0A9-E04BB96FE6B4},Flurname swisstopo,Chummilti,Hochdeutsch inkl. Lokalsprachen,2634108,1128532,"879,,"
11871,{AEB5E703-9CC6-4321-BE52-9AC189C7E650},Landesgrenzstein,83.H,k_W,2720999,1077078,"250,,"
275669,{BE66EFD6-CBF3-4DBE-B1FE-A75A9F785DD1},Flurname swisstopo,Unter Alpweg,Hochdeutsch inkl. Lokalsprachen,2620864,1198730,"885,,"
218344,{C0AB643F-F247-48D3-AF81-982E89508395},Flurname swisstopo,Les Violennes,Franzoesisch inkl. Lokalsprachen,2566683,1100903,"1496,,"
253268,{6B312B23-2C37-41B3-8A4B-071D8299E7F9},Flurname swisstopo,Holzschlag,Hochdeutsch inkl. Lokalsprachen,2723794,1202949,"1202,,"
35086,{148F9A79-203A-4341-B201-38EA6A5A28C8},Lokalname swisstopo,Leimloch,Hochdeutsch inkl. Lokalsprachen,2696971,1222783,"857,,"
67030,{3014C937-0E1D-4F58-9DBA-FDF1DE568F4D},Flurname swisstopo,Studacher,Hochdeutsch inkl. Lokalsprachen,2662999,1260335,"374,,"
314682,{5134EDDE-CD5C-4290-969E-79273EEB7E57},Haltestelle Bus,"Cottens VD, La Caroline",Franzoesisch inkl. Lokalsprachen,2524808,1158182,"570,"
125903,{96F398A5-DA78-4631-8D31-1DD24B1AEBB6},Lokalname swisstopo,Chäserstad,Hochdeutsch inkl. Lokalsprachen,2676320,1195631,"1723,,"
181843,{62C1C830-2A0C-4C16-B2FE-56B7210B0477},Flurname swisstopo,Aarbachweid,Hochdeutsch inkl. Lokalsprachen,2602847,1193010,"833,,"
96244,{263574D5-5D23-4ACC-9D7B-80F7FF89AA43},Lokalname swisstopo,Randinascia,Italienisch inkl. Lokalsprachen,2681256,1143599,"2156,,"
56653,{0A2B0347-5BD8-40F4-9668-D50600B16BC4},Flurname swisstopo,Holachere,Hochdeutsch inkl. Lokalsprachen,2615566,1218330,"555,,"
39241,{D253FC21-F3FB-4F3B-BF15-8DE06C0F308E},Lokalname swisstopo,Cholplatz,Hochdeutsch inkl. Lokalsprachen,2751969,1214588,"1171,,"
137417,{54BCF49B-00CA-42FE-9EA7-E4C50AA335F5},Flurname swisstopo,Lachenzelg,Hochdeutsch inkl. Lokalsprachen,2679071,1251126,"460,,"
9597,{FCFDA4CF-5844-4A45-9C0B-A593EC27FD3B},Landesgrenzstein,549,k_W,2569718,1245954,"832,,"
272855,{D41B9018-1685-438B-AB5F-FD5E4163BF76},Flurname swisstopo,Buchhubelrain,Hochdeutsch inkl. Lokalsprachen,2594970,1187489,"740,,"
268045,{4AB0F2E1-B906-40E4-8899-E2D3015275EB},Flurname swisstopo,Tällebach,Hochdeutsch inkl. Lokalsprachen,2641267,1198424,"771,,"
162883,{AAF5A27F-882C-48D8-8C48-1BB93D570DC1},Flurname swisstopo,Metzgeräcker,Hochdeutsch inkl. Lokalsprachen,2643719,1246830,"499,,"
178705,{2541B66F-9FC3-4F53-B83E-7041D9C5D8CB},Flurname swisstopo,Ariel,Rumantsch Grischun inkl. Lokalsprachen,2768764,1171287,"1104,,"
224820,{D3631459-5EF6-437A-AE02-5B61FBAF10D4},Flurname swisstopo,Töcc dra Gesa,Italienisch inkl. Lokalsprachen,2714759,1148485,"620,,"
239921,{936F17C0-6061-458E-AD99-9D60B0CE2FF6},Flurname swisstopo,Vallà,Rumantsch Grischun inkl. Lokalsprachen,2738531,1177559,"1337,,"
264890,{774FCD34-B3AF-4AEC-964F-A5E175B4446A},Flurname swisstopo,Hinder Horn,Hochdeutsch inkl. Lokalsprachen,2628316,1255428,"480,,"
128113,{B9B0276D-E6FB-4A54-AB01-02CA09048D58},Flurname swisstopo,Egg,Hochdeutsch inkl. Lokalsprachen,2693612,1267553,"449,,"
66353,{5AF5E6A3-B66C-4528-899A-DA450B5DE552},Flurname swisstopo,Mattehof,Hochdeutsch inkl. Lokalsprachen,2626369,1225337,"515,,"
167683,{88013A08-DEA0-4580-8B89-1A57442DC190},Flurname swisstopo,Agnisc,Italienisch inkl. Lokalsprachen,2806576,1128080,"1085,,"
324941,{F7B1D4D1-0721-4627-A8B1-18908076A61A},Verzweigung,Bern-Wankdorf,Hochdeutsch inkl. Lokalsprachen,2602647,1201044,"559,,"
77609,{20EEEF0B-1264-40B9-BC0E-6575E5D832A6},Flurname swisstopo,Im Zun,Hochdeutsch inkl. Lokalsprachen,2635787,1164922,"664,,"
163687,{B3522C95-F07A-472C-9D28-EDB46DACA9AF},Flurname swisstopo,Pfaffenacher,Hochdeutsch inkl. Lokalsprachen,2651421,1247991,"409,,"
246328,{5132187A-32F1-4395-B577-E7994954D76E},Flurname swisstopo,Stüdler,Hochdeutsch inkl. Lokalsprachen,2775435,1196855,"1324,,"
72405,{D802FDCC-40AA-4521-B55D-85AE0D465E5C},Flurname swisstopo,Rotestei,Hochdeutsch inkl. Lokalsprachen,2668906,1248629,"627,,"
138980,{0BE297D2-3C83-49F6-A081-9A15CADED076},Flurname swisstopo,Rosenbergsau,Hochdeutsch inkl. Lokalsprachen,2765904,1254423,"404,,"
139370,{105A9D1B-669E-4F67-9104-E32D99DEC9E5},Flurname swisstopo,Stahl,Hochdeutsch inkl. Lokalsprachen,2744753,1254042,"679,,"
241944,{EE681B47-443C-44CD-80BC-F9CA7466C035},Flurname swisstopo,Stützli,Hochdeutsch inkl. Lokalsprachen,2731607,1163087,"1692,,"
255627,{680BA049-D138-4D64-826B-7531BCDC8123},Flurname swisstopo,Sattel,Hochdeutsch inkl. Lokalsprachen,2758700,1180157,"2405,,"
32035,{02E34B5F-A822-40A2-B7E8-E6A37EBFF7D0},Lokalname swisstopo,Schumbrignas,Rumantsch Grischun inkl. Lokalsprachen,2764710,1153863,"2173,,"
110506,{455418CD-7ACA-488E-8C07-09BFED1B1511},Flurname swisstopo,Schlatt,Hochdeutsch inkl. Lokalsprachen,2726580,1265958,"481,,"
165586,{FA5944C7-B8C0-49AA-BA17-F286DAC0CEAF},Flurname swisstopo,Islas,Rumantsch Grischun inkl. Lokalsprachen,2783083,1150192,"1784,,"
280153,{BCE6B8D9-29F1-4817-B353-B80FF2B92412},Flurname swisstopo,Chinz,Hochdeutsch inkl. Lokalsprachen,2734419,1232489,"925,,"
216150,{2CA028F0-21B5-4359-9512-88E9334CC576},Flurname swisstopo,Gubulti,Hochdeutsch inkl. Lokalsprachen,2630451,1115692,"1576,,"
263814,{F3BC9A25-C9B0-4629-98D1-B0AE7A48221A},Flurname swisstopo,Hundstelli,Hochdeutsch inkl. Lokalsprachen,2666502,1238266,"470,,"
216207,{8520DC82-A4E7-4042-8C7F-6CC0737EF11C},Flurname swisstopo,Birch,Hochdeutsch inkl. Lokalsprachen,2636419,1121781,"1444,,"
136103,{2AAE88FE-20EC-4B00-A942-D76F77C963E1},Flurname swisstopo,Hasenwald,Hochdeutsch inkl. Lokalsprachen,2742576,1245297,"1033,,"
110726,{94592A75-A72E-4065-8369-195F51222553},Flurname swisstopo,Bachwis,Hochdeutsch inkl. Lokalsprachen,2732433,1268806,"460,,"
58931,{42AD1120-B98F-495E-B999-781592CC3CA7},Flurname swisstopo,Cerneux Romi,Franzoesisch inkl. Lokalsprachen,2590644,1237527,"1146,,"
70991,{EFF9C3B9-B4A6-4E6A-9E7A-52E0405F3DDB},Flurname swisstopo,Zopf,Hochdeutsch inkl. Lokalsprachen,2679072,1209564,"1085,,"
81029,{18209677-76B9-47B0-83A0-9D76B1ECD139},Flurname swisstopo,Höchi,Hochdeutsch inkl. Lokalsprachen,2616879,1191229,"912,,"
160153,{A1F1B05B-EC8B-420E-A2B3-CA4BA806D03C},Flurname swisstopo,Surbünt,Hochdeutsch inkl. Lokalsprachen,2758378,1219750,"462,,"
127299,{1B6F88A6-793E-4740-B910-92C659ACB8AD},Flurname swisstopo,Bruusteggwald,Hochdeutsch inkl. Lokalsprachen,2755894,1201728,"1024,,"
3658,{7D96E74E-1D64-466C-A476-D4D23B9710C4},Gebaeude,Bergrestaurant Bäregg,Hochdeutsch inkl. Lokalsprachen,2647612,1161211,"1776,,"
172602,{FA2B2A6B-CE66-4F64-8039-6CA59DCE5F91},Flurname swisstopo,Vieilles Vignes,Franzoesisch inkl. Lokalsprachen,2555208,1199255,"452,,"
210879,{9A31459F-C06F-417F-AA38-DE3649241E28},Flurname swisstopo,Goltschenried,Hochdeutsch inkl. Lokalsprachen,2624231,1137184,"1359,,"
130942,{333574DF-AFB2-4342-B926-865948D59218},Flurname swisstopo,Undereggli,Hochdeutsch inkl. Lokalsprachen,2728870,1233969,"826,,"
228316,{26B6226F-B969-43CA-B3AF-2B2DA97F2C01},Flurname swisstopo,Al Ciapón,Italienisch inkl. Lokalsprachen,2691895,1127809,"380,,"
158317,{415EDFCA-E87B-4ECC-8933-8D23F17304A0},Flurname swisstopo,Haldenberg,Hochdeutsch inkl. Lokalsprachen,2726375,1249526,"673,,"
267842,{A6E31E6D-9DAF-4FC1-AC61-B407E18534A6},Flurname swisstopo,Gillou d'en Bas,Franzoesisch inkl. Lokalsprachen,2612476,1117907,"1652,,"
209266,{6114F974-FF96-4990-BCD9-7352C64F3FDD},Flurname swisstopo,Fröschmatt,Hochdeutsch inkl. Lokalsprachen,2626914,1223893,"531,,"
29791,{C649BC61-E1D0-496A-8B04-18C4BDBE0D44},Lokalname swisstopo,Pianche della Bolla,Italienisch inkl. Lokalsprachen,2688918,1145401,"1907,,"
107824,{ACDB3B44-B0AD-4D99-AFE7-3844D956D195},Flurname swisstopo,Neubruch,Hochdeutsch inkl. Lokalsprachen,2716152,1276022,"569,,"
224246,{27460F82-4174-4A01-A3CC-FFA72BE0F5E3},Flurname swisstopo,Sorìa di Sotto,Italienisch inkl. Lokalsprachen,2684754,1152234,"1288,,"
272943,{84DF58CE-85A9-491F-89C3-A976208AFCF0},Flurname swisstopo,Maueracker,Hochdeutsch inkl. Lokalsprachen,2602741,1190034,"817,,"
179725,{FF53C6C9-FA15-4E97-B540-BCDA009028C6},Flurname swisstopo,Längacher,Hochdeutsch inkl. Lokalsprachen,2582866,1200109,"494,,"
302121,{992E6BFE-A691-4061-91A2-B58C3C55CFA5},Haltestelle Bus,"Bubikon, Bad Kämmoos",Hochdeutsch inkl. Lokalsprachen,2705314,1235376,"493,"
192326,{7B455E8E-9BE1-4134-A5A8-022B375A3A7A},Flurname swisstopo,Bächle,Hochdeutsch inkl. Lokalsprachen,2610703,1166156,"886,,"
58539,{817C97D3-EA16-40EE-BF09-4D5BBCBB1FFA},Flurname swisstopo,Chienisholz,Hochdeutsch inkl. Lokalsprachen,2629902,1259465,"604,,"
102430,{E31FCDBB-E4ED-4608-BF4B-48E8101E935A},Flurname swisstopo,Sur les Esserts,Franzoesisch inkl. Lokalsprachen,2588141,1238245,"851,,"
205849,{4A124442-623D-4DAB-86E8-D05AF5CF454D},Flurname swisstopo,Seemöser,Hochdeutsch inkl. Lokalsprachen,2657889,1241277,"449,,"
112428,{788D703F-7798-4C0C-8F7C-EDC01BE72C85},Flurname swisstopo,Tüüfelsärgete,Hochdeutsch inkl. Lokalsprachen,2698221,1277921,"443,,"
264068,{1B72A2DF-53EA-47F9-B813-FB3328F75B58},Flurname swisstopo,Les trente Cordes,Franzoesisch inkl. Lokalsprachen,2569678,1246576,"893,,"
13177,{14CC0EA5-4EBF-44DB-AE35-80E59011360F},Landesgrenzstein,291,k_W,2707606,1284596,"613,,"
129806,{82CA7E69-D5D9-4147-B028-47027396DC1E},Flurname swisstopo,Gurbs,Hochdeutsch inkl. Lokalsprachen,2739744,1219345,"486,,"
65503,{7C050BBA-5CF9-44EB-898A-75342D4210CE},Flurname swisstopo,Seckewägli,Hochdeutsch inkl. Lokalsprachen,2639152,1263823,"490,,"
112714,{0DBFB9ED-5908-4A87-9D57-79EF5D6CAFB5},Flurname swisstopo,Grabenacker,Hochdeutsch inkl. Lokalsprachen,2713673,1270599,"397,,"
56787,{36716CE7-567A-4FC3-83AA-7224249EC031},Flurname swisstopo,Schmalzacher,Hochdeutsch inkl. Lokalsprachen,2596260,1213140,"520,,"
1188,{72824560-F125-4DE5-A911-2B28107F07D1},Gebaeude,Dorf 300m,Hochdeutsch inkl. Lokalsprachen,2690583,1270164,"421,,"
154750,{7D3D8268-488C-4DAD-A6C1-B75C973D9437},Flurname swisstopo,Rossweidholz,Hochdeutsch inkl. Lokalsprachen,2703118,1236747,"515,,"
282318,{66E92A5E-C0D3-40B4-8080-AE73A36ECE45},Flurname swisstopo,Entre Deux Bois,Franzoesisch inkl. Lokalsprachen,2569436,1188942,"590,,"
