,UUID,OBJEKTART,NAME,SPRACHCODE,E,N,"Z,,"
283176,{53718956-B0F3-4019-87F4-0460BEB7F3DA},Flurname swisstopo,Les Lignières,Franzoesisch inkl. Lokalsprachen,2514109,1148661,"753,,"
118597,{D11614A0-DBDD-4473-8525-534B89341088},Flurname swisstopo,Spöller,Hochdeutsch inkl. Lokalsprachen,2733220,1277357,"426,,"
33977,{A1A66BD9-EA8F-475A-BE2F-E70542E348B8},Lokalname swisstopo,Piano della Rava,Italienisch inkl. Lokalsprachen,2712641,1101159,"1085,,"
49758,{BF215C9E-74C5-4C4B-8021-781E3C995745},Flurname swisstopo,Lindechwald,Hochdeutsch inkl. Lokalsprachen,2596444,1206929,"674,,"
1224,{C0F3196A-0252-44F2-AF3E-D63A4793C67B},Gebaeude,Besenbeiz Raufliberg,Hochdeutsch inkl. Lokalsprachen,2623742,1204029,"720,,"
158844,{7FF84E33-1150-4BFF-A077-3103FFF29B71},Flurname swisstopo,Winkelacker,Hochdeutsch inkl. Lokalsprachen,2702199,1282284,"432,,"
230180,{CB49C2DD-F6C7-44EE-B4CC-D40C0E66D73D},Flurname swisstopo,Bosciorinetta,Italienisch inkl. Lokalsprachen,2719310,1114244,"213,,"
322332,{0C9A12D0-C19D-44C9-BF2F-BA7290AB967B},Uebrige Bahnen,Saas-Fee Mast 4,Hochdeutsch inkl. Lokalsprachen,2637043,1103452,"2581,,"
239099,{3EBF1D33-DC88-49F8-964A-5B7113FD07E2},Flurname swisstopo,Bual Dado,Rumantsch Grischun inkl. Lokalsprachen,2732420,1177417,"1601,,"
148745,{AA18470C-E81F-416F-A7FA-E6EA79345A00},Flurname swisstopo,Klostermaad,Hochdeutsch inkl. Lokalsprachen,2760418,1245909,"424,,"
135457,{122BE4A7-BB46-443F-82B4-EBE3B6F4DE9C},Flurname swisstopo,Zelgli,Hochdeutsch inkl. Lokalsprachen,2705332,1244008,"714,,"
59584,{09AB330E-1711-46AD-88A1-9D127CE3F275},Flurname swisstopo,Le Cras,Franzoesisch inkl. Lokalsprachen,2574058,1255926,"477,,"
56164,{53CDAD1B-E476-4A4E-BE78-7A9E0E1C17B7},Flurname swisstopo,Erlacher,Hochdeutsch inkl. Lokalsprachen,2601835,1223778,"536,,"
62908,{0EE60103-EA79-4CB1-A95E-D458730489A9},Flurname swisstopo,Haut du Chaufour,Franzoesisch inkl. Lokalsprachen,2571187,1235493,"959,,"
177230,{85BFAE72-761C-46EE-8379-265CA0F1B9E1},Flurname swisstopo,Allmendholz,Hochdeutsch inkl. Lokalsprachen,2589969,1192378,"560,,"
243575,{792BDBAE-94E5-4C39-9EC1-9EB4B3A20420},Flurname swisstopo,Ers Torts,Rumantsch Grischun inkl. Lokalsprachen,2752776,1188391,"589,,"
106411,{7EF83065-6EBB-49E0-8FCB-D3EC1906932F},Flurname swisstopo,Gmeindholz,Hochdeutsch inkl. Lokalsprachen,2706644,1270439,"382,,"
28953,{3835C20D-2C38-4848-A1EC-6687D6278FD4},Lokalname swisstopo,Tschampenmatt,Hochdeutsch inkl. Lokalsprachen,2649674,1136315,"1012,,"
95661,{D58C6426-1CFB-4CD2-9DD2-FEC66190B330},Flurname swisstopo,Matterisch,Hochdeutsch inkl. Lokalsprachen,2653834,1254375,"366,,"
78197,{8C8F49C7-246C-4A0F-AF37-DD2D722E0D73},Flurname swisstopo,Lärchewäldli,Hochdeutsch inkl. Lokalsprachen,2662345,1207777,"923,,"
32202,{9968C639-DCE4-444A-983D-8A500950B249},Lokalname swisstopo,Melley,Franzoesisch inkl. Lokalsprachen,2555560,1168560,"761,,"
65711,{387DDA81-7812-4D19-9CC8-5ACBBB959014},Flurname swisstopo,Grossacher,Hochdeutsch inkl. Lokalsprachen,2654679,1260883,"517,,"
287661,{623D3245-5C52-4B26-BAA5-9A7171B40FBC},Flurname swisstopo,Cauis,Hochdeutsch inkl. Lokalsprachen,2774482,1207562,"1591,,"
92804,{99D73A28-3F8D-4088-8FE7-9068B584C882},Flurname swisstopo,Mittlere Bode,Hochdeutsch inkl. Lokalsprachen,2663424,1271279,"422,,"
130259,{3CC74486-E24C-4087-92BD-F4182007B6E6},Flurname swisstopo,Ober-Nefadina,Hochdeutsch inkl. Lokalsprachen,2736949,1221809,"785,,"
300697,{EE673B02-550D-41EB-8944-180E0AEA5561},Haltestelle Bahn,"Zürich, Helmhaus",Hochdeutsch inkl. Lokalsprachen,2683445,1247153,"409,"
268510,{2DC0094B-22A2-4B44-89F3-D50434B9FEE2},Flurname swisstopo,Emmen Underdorf,Hochdeutsch inkl. Lokalsprachen,2665908,1215157,"426,,"
301528,{76A242F4-C2E8-40F0-86EC-F3DAB450A1E5},Haltestelle Bus,"Braunau, Ebnet",Hochdeutsch inkl. Lokalsprachen,2723181,1262718,"671,"
303861,{898CCB46-8C85-4089-9410-615DA01CEFF0},Haltestelle Bus,"Euseigne, bif. Mâche",Franzoesisch inkl. Lokalsprachen,2599109,1113125,"984,"
232405,{DBC53422-8254-488F-A43C-CC0D795F22AD},Flurname swisstopo,Gerre,Italienisch inkl. Lokalsprachen,2718092,1136006,"321,,"
6152,{4DC8FA2C-03C3-462B-9AD9-6AECE0A56EF9},Gebaeude,Mittlusti Härdhitta,Hochdeutsch inkl. Lokalsprachen,2648270,1132396,"1865,,"
318171,{337D982D-B918-4AB7-A5A2-D63D3DA37027},Haltestelle Bus,"Chippis, maison bourgeoisiale",Franzoesisch inkl. Lokalsprachen,2607940,1125346,"532,"
70561,{AB42547F-8F7F-49AF-B547-5171423F8EDC},Flurname swisstopo,Vorderdorf,Hochdeutsch inkl. Lokalsprachen,2663431,1250443,"391,,"
120864,{E15D491A-F302-457F-871B-9EEA852AA563},Flurname swisstopo,Baawes,Hochdeutsch inkl. Lokalsprachen,2744486,1265019,"454,,"
69486,{3352AC91-DA85-496E-BBD0-D71C5B265159},Flurname swisstopo,Ägerten,Hochdeutsch inkl. Lokalsprachen,2654006,1183385,"1166,,"
212854,{63A6B213-9151-4251-910C-8C19B72AB12D},Flurname swisstopo,Steina,Hochdeutsch inkl. Lokalsprachen,2655530,1141794,"1582,,"
166610,{7DDC3331-8274-40A1-A3F2-8409319D00DE},Flurname swisstopo,Nebbiano,Italienisch inkl. Lokalsprachen,2721052,1080207,"399,,"
84837,{7A18D0E3-3833-4E84-9D7E-698CE5F90283},Flurname swisstopo,Äntleport,Hochdeutsch inkl. Lokalsprachen,2647531,1203464,"725,,"
292243,{4133D3CC-111A-4795-92D0-8A794F50FA70},Flurname swisstopo,Haut de Fornet,Franzoesisch inkl. Lokalsprachen,2578762,1236599,"975,,"
103259,{90050348-0779-4A0D-AEBB-DE6D184FA34C},Flurname swisstopo,Schuelland,Hochdeutsch inkl. Lokalsprachen,2630242,1253038,"592,,"
18901,{42649218-EFE6-4153-99C7-05BAC1F93237},Gipfel,L'Aiguille,Franzoesisch inkl. Lokalsprachen,2575471,1113780,"2441,,"
78921,{5CE24670-D184-4D00-A6D4-DB601B743FC2},Flurname swisstopo,Eggweid,Hochdeutsch inkl. Lokalsprachen,2613782,1158733,"1431,,"
63102,{78FC68AE-6826-47C8-B88A-23F41F609820},Flurname swisstopo,Fin sur la Velle,Franzoesisch inkl. Lokalsprachen,2565803,1235477,"909,,"
323254,{6A4197A4-85CD-4F3D-A395-777911CB0E86},Haltestelle Bus,"Klosters, Pardels",Hochdeutsch inkl. Lokalsprachen,2786919,1194412,"1314,"
321309,{2C1A481F-5AC4-4B04-BE6B-7A773236674D},Haltestelle Bus,"Medeglia, Campaccio",Italienisch inkl. Lokalsprachen,2717490,1108297,"598,"
147341,{4D141FB0-CEAA-4B23-A968-A89C84825832},Flurname swisstopo,Hochbett,Hochdeutsch inkl. Lokalsprachen,2746018,1222685,"1789,,"
314365,{FFA5C2FC-3144-4C2A-94F5-8911DD149E5A},Haltestelle Bus,"Mosnang, Aufeld",Hochdeutsch inkl. Lokalsprachen,2720740,1246200,"745,"
298693,{BFAF477B-4AA8-406F-BFA0-6FF6CEB10966},Haltestelle Bahn,Saanen,Hochdeutsch inkl. Lokalsprachen,2586320,1148584,"1010,,"
201757,{FB172289-DC27-4FD5-9277-322A5FB9E237},Flurname swisstopo,Breem,Hochdeutsch inkl. Lokalsprachen,2618991,1130580,"1356,,"
316920,{65D24A8F-FB95-4C69-8253-E75FA242EC47},Haltestelle Bus,"Stans, Pilatuswerke",Hochdeutsch inkl. Lokalsprachen,2671748,1202800,"447,"
88159,{49B6E90E-56EE-41F3-9B15-5172CAAED9F4},Flurname swisstopo,Dündele,Hochdeutsch inkl. Lokalsprachen,2640415,1263696,"470,,"
319361,{A27A520C-40AA-4A0C-BEE5-55800048B1ED},Haltestelle Bus,"Bardonnex, Evordes",Franzoesisch inkl. Lokalsprachen,2499546,1111868,"462,"
266347,{DBF0EECF-98FC-4659-B6EF-705230C2321A},Flurname swisstopo,Povrò,Italienisch inkl. Lokalsprachen,2716029,1096947,"373,,"
27088,{F0620E15-2C9C-4573-B847-E431693FC279},Haupthuegel,Ramsberg,Hochdeutsch inkl. Lokalsprachen,2619287,1200203,"944,,"
91680,{D4347BA8-EA08-4B4B-8DC0-44227964DBF1},Flurname swisstopo,Fureflöe,Hochdeutsch inkl. Lokalsprachen,2665645,1167338,"1106,,"
20,{B7212ECF-0C49-466B-8C71-6699FC0A3847},Gebaeude,Fanas Windegga 300m,Hochdeutsch inkl. Lokalsprachen,2770007,1206346,"1040,,"
256311,{2BDEDC82-6634-4809-889B-5B3ADBBECFFF},Flurname swisstopo,Unner Riedflüe,Hochdeutsch inkl. Lokalsprachen,2630721,1119334,"1564,,"
4090,{0A43995C-F67F-45ED-B04D-E78E7F763654},Gebaeude,Restaurant les Plânes,Franzoesisch inkl. Lokalsprachen,2540760,1196665,"1094,,"
225989,{C8705D16-DC55-4834-BEA0-CCE178FE4D04},Flurname swisstopo,Butzen,Hochdeutsch inkl. Lokalsprachen,2709598,1206264,"1827,,"
308335,{9C287D3F-63E4-49B6-9C40-60B277539608},Haltestelle Bus,"Kloten, Kaserne Ost",Hochdeutsch inkl. Lokalsprachen,2686087,1256930,"439,"
118159,{858B6459-42C4-4B99-A582-F449E6B85923},Flurname swisstopo,Oberbärg,Hochdeutsch inkl. Lokalsprachen,2688329,1281845,"418,,"
94301,{8DCEFF45-9E57-4196-AC34-89E5A2309E1D},Flurname swisstopo,Langruck,Hochdeutsch inkl. Lokalsprachen,2666983,1256048,"391,,"
142963,{12D9A67A-B76A-4469-A5AA-360D96A0EC65},Flurname swisstopo,Rüteli,Hochdeutsch inkl. Lokalsprachen,2687487,1267508,"541,,"
45407,{8956946C-CA29-47F2-95BD-DFC8E7A7D1F1},Flurname swisstopo,Obermoos,Hochdeutsch inkl. Lokalsprachen,2613993,1213963,"515,,"
260517,{9B8944A8-9A09-46F8-95E7-6397243622A8},Flurname swisstopo,Ebni,Hochdeutsch inkl. Lokalsprachen,2762487,1209262,"1510,,"
53295,{F25FA8A7-98D3-447E-9355-6A84DE636D20},Flurname swisstopo,Oberlohfeld,Hochdeutsch inkl. Lokalsprachen,2630598,1240587,"447,,"
232894,{6D1EC350-775C-4905-9D7B-E1EAE3CCCB3B},Flurname swisstopo,Trarile,Italienisch inkl. Lokalsprachen,2714614,1146972,"589,,"
189459,{4E1399C6-AA5F-4EE0-A207-211D11929547},Flurname swisstopo,La Gotta,Franzoesisch inkl. Lokalsprachen,2565190,1165687,"875,,"
215937,{702C0DD7-21B4-4CD7-B926-CE58F419608B},Flurname swisstopo,Stierchromo,Hochdeutsch inkl. Lokalsprachen,2631094,1115982,"1648,,"
133429,{2D77BCA1-F089-4CB6-AB39-8DBC6266E450},Flurname swisstopo,Chotnecker,Hochdeutsch inkl. Lokalsprachen,2734645,1237308,"985,,"
155165,{D18793AE-70F2-44BF-BDEA-395A4D1CAC94},Flurname swisstopo,Schürli,Hochdeutsch inkl. Lokalsprachen,2692816,1262131,"496,,"
140243,{E8B4F725-DEDF-4C95-B662-58D647FE0C93},Flurname swisstopo,Riet,Hochdeutsch inkl. Lokalsprachen,2674807,1258750,"591,,"
40809,{27AA3C48-1741-48A5-A28E-16FAE0D2FA59},Lokalname swisstopo,Griessetz,Hochdeutsch inkl. Lokalsprachen,2657722,1130272,"2250,,"
316295,{4175848D-D229-4782-A17B-36630891DE75},Haltestelle Bus,"Fribourg, Torry",Franzoesisch inkl. Lokalsprachen,2577544,1184700,"668,"
277298,{65470D0C-0CA1-4E25-8CC4-637ACD5D68CD},Flurname swisstopo,Kühweid,Hochdeutsch inkl. Lokalsprachen,2622831,1219515,"690,,"
169918,{AF16F450-45C5-4DC7-8F99-679720A05BA4},Flurname swisstopo,Belvedere,Italienisch inkl. Lokalsprachen,2711356,1096585,"615,,"
292624,{8EA24162-CF7C-4A87-B5FC-788767133FAF},Flurname swisstopo,La Râpe,Franzoesisch inkl. Lokalsprachen,2574858,1191886,"536,,"
33749,{285F3F6E-9C99-44BB-A3C0-3B849B41A28D},Lokalname swisstopo,Fontane,Italienisch inkl. Lokalsprachen,2709810,1145893,"1971,,"
63667,{08EF43C9-C69C-47AB-A309-A3FA6AD5CBC2},Flurname swisstopo,Les Contours,Franzoesisch inkl. Lokalsprachen,2559579,1247256,"611,,"
127052,{FBC5B844-6A06-4238-A8C9-91754DA16530},Flurname swisstopo,Rofanätschliwald,Hochdeutsch inkl. Lokalsprachen,2751244,1195621,"1181,,"
254477,{678EB95E-807A-47A5-82AF-9F429E3CD4CB},Flurname swisstopo,Schüpfen,Hochdeutsch inkl. Lokalsprachen,2731566,1196014,"1662,,"
208675,{5F37C602-2FF6-4AAA-BF37-FB339CEB9756},Flurname swisstopo,Im Loch,Hochdeutsch inkl. Lokalsprachen,2652142,1258034,"563,,"
175245,{2DE3AEBB-4678-43BD-950D-F5D456EABABE},Flurname swisstopo,Chrüzacher,Hochdeutsch inkl. Lokalsprachen,2584785,1190683,"591,,"
118493,{84487BA5-8017-4899-BD51-EE05CF75DD09},Flurname swisstopo,Weierhölzli,Hochdeutsch inkl. Lokalsprachen,2711467,1262685,"502,,"
132498,{2787028D-B307-4147-9415-FD1BD3A034C4},Flurname swisstopo,Oberrieden,Hochdeutsch inkl. Lokalsprachen,2703745,1233084,"433,,"
211206,{F321F846-8CEE-4785-9D5D-F3524ABECBF8},Flurname swisstopo,Lochacher,Hochdeutsch inkl. Lokalsprachen,2625763,1139136,"1527,,"
155017,{2DE1749E-039B-436E-B674-1427DFCA247A},Flurname swisstopo,Ober-Lauftegg,Hochdeutsch inkl. Lokalsprachen,2741188,1241495,"1108,,"
119018,{CC4AFACC-27D1-4384-BF85-454BCA86333D},Flurname swisstopo,Räbenagger,Hochdeutsch inkl. Lokalsprachen,0,0,"471,,"
277814,{DAC8E028-BD06-443F-8D4E-C8CFA71CBCCC},Flurname swisstopo,Am Rain,Hochdeutsch inkl. Lokalsprachen,2603609,1179718,"889,,"
100678,{03D0C706-CE04-4410-AC3C-6361E8853613},Flurname swisstopo,Spichermatt,Hochdeutsch inkl. Lokalsprachen,2694789,1192657,"662,,"
310606,{2C78C8A2-0604-4AED-9C04-768181443F4F},Haltestelle Bus,"Koppigen, Sternen",Hochdeutsch inkl. Lokalsprachen,2612572,1220196,"475,"
124698,{F08F23E0-B098-4701-9519-BD4CCB9BB197},Flurname swisstopo,Ober Ratigen,Hochdeutsch inkl. Lokalsprachen,2690162,1203275,"910,,"
286719,{C588577D-10BC-4A4C-9043-C72D9482C82F},Flurname swisstopo,Under Gädemli,Hochdeutsch inkl. Lokalsprachen,2758004,1171970,"1273,,"
296549,{31265817-B61B-4D38-BDEF-6C5E66D5E93F},Flurname swisstopo,Berg,Hochdeutsch inkl. Lokalsprachen,2635873,1220756,"668,,"
65703,{FC21DA2B-EEF3-4615-8977-A00E7BACEB49},Flurname swisstopo,Grossacher,Hochdeutsch inkl. Lokalsprachen,2667562,1231921,"689,,"
33792,{DC2F7712-AB70-4FB5-8B64-7500E19B12A8},Lokalname swisstopo,Sulle Coste,Italienisch inkl. Lokalsprachen,2700157,1152748,"2075,,"
55976,{5FAC57AE-C8BF-4A1D-B6CB-92D50C7F2484},Flurname swisstopo,Schollenagger,Hochdeutsch inkl. Lokalsprachen,2611067,1256519,"413,,"
101935,{E403D2A9-C8DC-4F6D-9BB4-70DB47144644},Flurname swisstopo,Triner,Hochdeutsch inkl. Lokalsprachen,2638265,1235806,"437,,"
212378,{F05F90D5-BC24-432F-97E8-9D21430D2B53},Flurname swisstopo,Ofebord,Hochdeutsch inkl. Lokalsprachen,2659847,1135809,"1648,,"
40177,{3374C334-F29E-4160-A7C7-21F29FCB49A4},Lokalname swisstopo,Cangell,Italienisch inkl. Lokalsprachen,2697885,1131131,"1489,,"
135705,{1392B460-3732-4E5C-8A55-31747819BAE4},Flurname swisstopo,Brand,Hochdeutsch inkl. Lokalsprachen,2704197,1239053,"542,,"
100722,{CD93B772-5375-4D54-B15B-4FF08E8BA261},Flurname swisstopo,Ringli,Hochdeutsch inkl. Lokalsprachen,2693320,1192853,"790,,"
139040,{44BC3F77-E563-47C6-8A3C-65ACC2205C57},Flurname swisstopo,Haslet,Hochdeutsch inkl. Lokalsprachen,2760834,1252754,"738,,"
124934,{C033BF6D-9B2F-464F-B6B5-D4E48E5C3043},Lokalname swisstopo,Salva di Lattas,Rumantsch Grischun inkl. Lokalsprachen,2765928,1159977,"1806,,"
68065,{77ECA5A4-0352-464C-B44F-9B9B4DC1CBE8},Flurname swisstopo,Binzrüti,Hochdeutsch inkl. Lokalsprachen,2638140,1260365,"605,,"
80297,{37AAF164-34A6-42D6-9E5F-5A1E8832F650},Flurname swisstopo,Chobleze,Hochdeutsch inkl. Lokalsprachen,2671424,1220564,"472,,"
109251,{DEE00BCA-0F0D-48AE-A373-4257704B704B},Flurname swisstopo,Pfäfflisbärg,Hochdeutsch inkl. Lokalsprachen,2711795,1261632,"548,,"
161316,{6A333413-27D0-4204-9BA8-3682DD244121},Flurname swisstopo,La Barge,Franzoesisch inkl. Lokalsprachen,2492996,1113873,"455,,"
240341,{9ACCA26E-60CE-40E8-BEF0-95FDB450F940},Flurname swisstopo,Tritt,Hochdeutsch inkl. Lokalsprachen,2731147,1162265,"1625,,"
76766,{4E5D1ADA-887D-40D7-8802-A655A6692DBE},Flurname swisstopo,Im Moos,Hochdeutsch inkl. Lokalsprachen,2654199,1236738,"508,,"
52264,{7E6B7C11-862F-47FC-ADB1-E1E9D164A116},Flurname swisstopo,Neumatt,Hochdeutsch inkl. Lokalsprachen,2610929,1229767,"428,,"
197280,{92E5EBAE-1DB2-4E1F-9899-69722FAB0A2A},Flurname swisstopo,Pro del Mulin,Italienisch inkl. Lokalsprachen,2729857,1128708,"1273,,"
200145,{956A8571-D9F6-42FC-9997-5CF491DE2689},Flurname swisstopo,Revers,Franzoesisch inkl. Lokalsprachen,2567187,1114594,"611,,"
306122,{51B710D4-C23E-437A-A6DA-7FF6B6955CE2},Haltestelle Bus,"Brienz BE, Buscheli",Hochdeutsch inkl. Lokalsprachen,2646968,1177726,"579,"
239916,{D7E6E378-8436-48E7-AF6F-2F17933174CD},Flurname swisstopo,Tuf,Rumantsch Grischun inkl. Lokalsprachen,2735597,1176268,"1050,,"
107239,{6275B7FD-ED0A-4AB4-ACB0-F44D02A3ED78},Flurname swisstopo,Weierwis,Hochdeutsch inkl. Lokalsprachen,0,0,"539,,"
82507,{D332EF27-81BA-4E91-AF07-1B4A1156360D},Flurname swisstopo,Schmidbünt,Hochdeutsch inkl. Lokalsprachen,2663155,1265066,"430,,"
91369,{7ED9CFF4-3EAB-4366-9994-92237739EEBC},Flurname swisstopo,Underem Gütsch,Hochdeutsch inkl. Lokalsprachen,2622942,1172095,"630,,"
17528,{52C8998E-8809-417B-AFDF-6B4654081E6F},Hauptgipfel,Abrigenstock,Hochdeutsch inkl. Lokalsprachen,2686639,1177234,"2590,,"
273994,{88A2845A-D2A5-4E2E-B7A0-E407A6847574},Flurname swisstopo,Brandwald,Hochdeutsch inkl. Lokalsprachen,2590840,1180281,"1107,,"
132608,{491B0F57-E595-4D94-8A3A-B55B4B9E54DD},Flurname swisstopo,Stoffel,Hochdeutsch inkl. Lokalsprachen,2710128,1235954,"692,,"
311420,{B78B5C33-0563-45AC-8084-A8CD6D481F69},Haltestelle Bus,"Weiningen ZH, Lindenplatz",Hochdeutsch inkl. Lokalsprachen,2675094,1252557,"412,"
275398,{5C26DCA7-89A2-4C71-9387-2816E67CCF30},Flurname swisstopo,Brudermatt,Hochdeutsch inkl. Lokalsprachen,2621943,1217905,"762,,"
16208,{DEAF635E-8644-4FFE-87D2-D7CC57FC028B},Gipfel,Schären,Hochdeutsch inkl. Lokalsprachen,2736449,1223438,"2193,,"
20951,{903CA07E-3815-4F7C-A673-406326466150},Hauptgipfel,Bächistock,Hochdeutsch inkl. Lokalsprachen,2691939,1170454,"2940,,"
75784,{51E71CDD-0C5A-4176-AFD0-9CC77EFC9025},Flurname swisstopo,Guferli,Hochdeutsch inkl. Lokalsprachen,2658465,1173324,"817,,"
289295,{BEF57A97-9554-408E-B84B-1165D7F3544F},Flurname swisstopo,Hübelacher,Hochdeutsch inkl. Lokalsprachen,2663004,1246376,"477,,"
140346,{E9D682C1-D88C-4F00-810D-2A173673ED23},Flurname swisstopo,Wagenhalden,Hochdeutsch inkl. Lokalsprachen,2676224,1260296,"451,,"
105715,{843EBD30-675A-4E0D-9951-FF018CD370C5},Flurname swisstopo,Braateraa,Hochdeutsch inkl. Lokalsprachen,2687685,1291360,"559,,"
68826,{8ED33BB1-4CF1-4405-8D54-342D9E83F8A1},Flurname swisstopo,Rieben,Hochdeutsch inkl. Lokalsprachen,2656282,1192637,"972,,"
91147,{5D1A435A-FF0F-4F1C-9749-D3A2EF0CCB0D},Flurname swisstopo,Michelsmatte,Hochdeutsch inkl. Lokalsprachen,2639935,1234993,"450,,"
113122,{E1CDDC6B-C78E-42FD-9ED5-132B2316234B},Flurname swisstopo,Büechiswis,Hochdeutsch inkl. Lokalsprachen,2723663,1270423,"422,,"
209391,{98518698-2FB1-4683-AB1F-C94A7A3A50A5},Flurname swisstopo,Obers Rützlimoos,Hochdeutsch inkl. Lokalsprachen,0,0,"711,,"
142930,{EA7F75E6-D107-4549-8860-0F425D13B46F},Flurname swisstopo,Buechbreiti,Hochdeutsch inkl. Lokalsprachen,2686752,1265568,"433,,"
194431,{E52AAD5C-34D8-411D-AC3F-8E3BF4765DA5},Flurname swisstopo,Büel,Hochdeutsch inkl. Lokalsprachen,2593087,1153045,"1178,,"
295436,{06433F23-A4CE-42D4-859A-465F2EF5C473},Flurname swisstopo,Chalchterai,Hochdeutsch inkl. Lokalsprachen,2633101,1255648,"482,,"
49317,{AC8E5842-4102-41A4-86E6-42FE29D89357},Flurname swisstopo,Erlachrundi,Hochdeutsch inkl. Lokalsprachen,2572133,1205957,"431,,"
20871,{522F8F7E-57D5-4AE2-8FF5-48B37ACCD0F5},Hauptgipfel,Bächihoren,Hochdeutsch inkl. Lokalsprachen,2717174,1206097,"2637,,"
314953,{BFEAB410-844E-4B3D-9031-21D4A0D1F0E7},Haltestelle Bus,"Thierrens, Le Planchy",Franzoesisch inkl. Lokalsprachen,2548636,1172118,"795,"
165687,{56861B81-3EC6-4BCE-B40F-F6A5273F5788},Flurname swisstopo,Belvair,Rumantsch Grischun inkl. Lokalsprachen,2787958,1152589,"1764,,"
75233,{BB44AC3D-6996-4C03-A284-EB5AFAD5415B},Flurname swisstopo,Schwarzenberg,Hochdeutsch inkl. Lokalsprachen,2645306,1174785,"1288,,"
10817,{3F50CDA2-A249-4887-AEE4-821CD4222FCE},Landesgrenzstein,8B,k_W,2801171,1146570,"2337,,"
240898,{1571BF51-F2D2-4834-8137-691AADF901C3},Flurname swisstopo,Plaz Posta,Rumantsch Grischun inkl. Lokalsprachen,2727077,1168452,"1450,,"
84094,{43153971-847C-4442-8273-D7A6751FF1DA},Flurname swisstopo,Hinterhölzliacher,Hochdeutsch inkl. Lokalsprachen,2650673,1241045,"511,,"
301548,{D493E3F5-B471-4008-B238-D1F9D2BB6980},Haltestelle Bus,"Untersiggenthal, Gemeindehaus",Hochdeutsch inkl. Lokalsprachen,2661645,1261223,"370,"
285732,{36B6730B-65C1-420A-869C-D1CF53D3C583},Flurname swisstopo,Dorfmitti,Hochdeutsch inkl. Lokalsprachen,2611397,1254671,"333,,"
316335,{510A6FE6-C5A3-4427-9AFC-6CBFCA3E738F},Haltestelle Bus,"Givisiez, Escale",Franzoesisch inkl. Lokalsprachen,2576536,1184771,"635,"
253430,{1A692ABC-5906-4AD9-A116-F6D2E42E1280},Flurname swisstopo,Grantenboden,Hochdeutsch inkl. Lokalsprachen,2718917,1200083,"1298,,"
159835,{E45A3860-1328-4925-BF56-F16E4D3618E3},Flurname swisstopo,Haberfeld,Hochdeutsch inkl. Lokalsprachen,2757387,1223311,"454,,"
267792,{6614236C-4DD3-439E-B525-EF3A09D4E97D},Flurname swisstopo,Ob dum Dorf,Hochdeutsch inkl. Lokalsprachen,2615028,1132325,"1335,,"
262907,{50B89B27-D341-4373-8B4B-1A6D73F6D0DE},Flurname swisstopo,Tscheiernameder,Hochdeutsch inkl. Lokalsprachen,2777491,1181424,"1976,,"
39497,{15BBC027-D0A8-47BC-B1F2-0BA2A64A4A89},Lokalname swisstopo,Chliweidli,Hochdeutsch inkl. Lokalsprachen,2707220,1256189,"696,,"
7096,{F1FC2F9F-0EBF-4C27-8AE8-E01FE13ACA49},Felsblock,Rienzenstein,Hochdeutsch inkl. Lokalsprachen,2691173,1174774,"1689,,"
206091,{B06960FC-7BAD-4747-A42A-68826965D4DB},Flurname swisstopo,Oberhasli,Hochdeutsch inkl. Lokalsprachen,2670345,1232999,"467,,"
240441,{FFCDF2A6-D1F1-4C5C-B9D6-F94DB421E6E3},Flurname swisstopo,Guwband,Hochdeutsch inkl. Lokalsprachen,2738905,1165029,"2291,,"
234558,{D75D7EB1-D69E-441A-A164-AB8562350653},Lokalname swisstopo,Motterela,Italienisch inkl. Lokalsprachen,2728944,1134899,"1491,,"
184870,{ECCB97A4-976A-4505-816C-F65040894335},Flurname swisstopo,Les Troncs,Franzoesisch inkl. Lokalsprachen,2558709,1156233,"824,,"
268961,{ED18C888-CB7A-404A-9669-C0668FAC56E8},Flurname swisstopo,Obers Rohrmoos,Hochdeutsch inkl. Lokalsprachen,2590964,1160880,"1610,,"
106449,{2BE64713-BC80-48E5-8DB2-F887C4210E8C},Flurname swisstopo,Stoggete,Hochdeutsch inkl. Lokalsprachen,2732551,1266334,"471,,"
59078,{E1B193FB-6333-42E1-9293-DAF5D888D19A},Flurname swisstopo,Longs Champs,Franzoesisch inkl. Lokalsprachen,2570096,1232893,"1013,,"
129872,{348AD746-FB59-4DDE-A3C7-3BD89D3A66FC},Flurname swisstopo,Nüguet,Hochdeutsch inkl. Lokalsprachen,2720772,1224969,"414,,"
66526,{5AD485BE-81A6-4805-A9BE-BCE97B9AC0E9},Flurname swisstopo,Wurst,Hochdeutsch inkl. Lokalsprachen,2636694,1211150,"801,,"
299391,{7F21C8FA-9BE1-4EDB-A830-9FF3C4B39001},Haltestelle Bahn,"Basel, Voltaplatz",Hochdeutsch inkl. Lokalsprachen,2610409,1268913,"258,"
130574,{D92BF1CA-B8FF-498D-9F73-4D779F835E5B},Flurname swisstopo,Steinacker,Hochdeutsch inkl. Lokalsprachen,2720779,1229732,"437,,"
164181,{40ACB11E-F1DE-41E3-BC03-515ABF783F79},Flurname swisstopo,Neuquartier,Hochdeutsch inkl. Lokalsprachen,2653499,1247806,"415,,"
60430,{1A0127D6-B758-403F-932F-A3A42F35D1CD},Flurname swisstopo,Lai Djein Vaingne,Franzoesisch inkl. Lokalsprachen,2576345,1248429,"603,,"
